data,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Mês (Código),Mês,Variável (Código),Variável,data
1998-08-01,1,Brasil,2,%,-0.51,1,Brasil,199808,agosto 1998,63,IPCA - Variação mensal,1998-08-01
1998-09-01,1,Brasil,2,%,-0.22,1,Brasil,199809,setembro 1998,63,IPCA - Variação mensal,1998-09-01
1998-10-01,1,Brasil,2,%,0.02,1,Brasil,199810,outubro 1998,63,IPCA - Variação mensal,1998-10-01
1998-11-01,1,Brasil,2,%,-0.12,1,Brasil,199811,novembro 1998,63,IPCA - Variação mensal,1998-11-01
1998-12-01,1,Brasil,2,%,0.33,1,Brasil,199812,dezembro 1998,63,IPCA - Variação mensal,1998-12-01
1999-01-01,1,Brasil,2,%,0.7,1,Brasil,199901,janeiro 1999,63,IPCA - Variação mensal,1999-01-01
1999-02-01,1,Brasil,2,%,1.05,1,Brasil,199902,fevereiro 1999,63,IPCA - Variação mensal,1999-02-01
1999-03-01,1,Brasil,2,%,1.1,1,Brasil,199903,março 1999,63,IPCA - Variação mensal,1999-03-01
1999-04-01,1,Brasil,2,%,0.56,1,Brasil,199904,abril 1999,63,IPCA - Variação mensal,1999-04-01
1999-05-01,1,Brasil,2,%,0.3,1,Brasil,199905,maio 1999,63,IPCA - Variação mensal,1999-05-01
1999-06-01,1,Brasil,2,%,0.19,1,Brasil,199906,junho 1999,63,IPCA - Variação mensal,1999-06-01
1999-07-01,1,Brasil,2,%,1.09,1,Brasil,199907,julho 1999,63,IPCA - Variação mensal,1999-07-01
1999-08-01,1,Brasil,2,%,0.56,1,Brasil,199908,agosto 1999,63,IPCA - Variação mensal,1999-08-01
1999-09-01,1,Brasil,2,%,0.31,1,Brasil,199909,setembro 1999,63,IPCA - Variação mensal,1999-09-01
1999-10-01,1,Brasil,2,%,1.19,1,Brasil,199910,outubro 1999,63,IPCA - Variação mensal,1999-10-01
1999-11-01,1,Brasil,2,%,0.95,1,Brasil,199911,novembro 1999,63,IPCA - Variação mensal,1999-11-01
1999-12-01,1,Brasil,2,%,0.6,1,Brasil,199912,dezembro 1999,63,IPCA - Variação mensal,1999-12-01
2000-01-01,1,Brasil,2,%,0.62,1,Brasil,200001,janeiro 2000,63,IPCA - Variação mensal,2000-01-01
2000-02-01,1,Brasil,2,%,0.13,1,Brasil,200002,fevereiro 2000,63,IPCA - Variação mensal,2000-02-01
2000-03-01,1,Brasil,2,%,0.22,1,Brasil,200003,março 2000,63,IPCA - Variação mensal,2000-03-01
2000-04-01,1,Brasil,2,%,0.42,1,Brasil,200004,abril 2000,63,IPCA - Variação mensal,2000-04-01
2000-05-01,1,Brasil,2,%,0.01,1,Brasil,200005,maio 2000,63,IPCA - Variação mensal,2000-05-01
2000-06-01,1,Brasil,2,%,0.23,1,Brasil,200006,junho 2000,63,IPCA - Variação mensal,2000-06-01
2000-07-01,1,Brasil,2,%,1.61,1,Brasil,200007,julho 2000,63,IPCA - Variação mensal,2000-07-01
2000-08-01,1,Brasil,2,%,1.31,1,Brasil,200008,agosto 2000,63,IPCA - Variação mensal,2000-08-01
2000-09-01,1,Brasil,2,%,0.23,1,Brasil,200009,setembro 2000,63,IPCA - Variação mensal,2000-09-01
2000-10-01,1,Brasil,2,%,0.14,1,Brasil,200010,outubro 2000,63,IPCA - Variação mensal,2000-10-01
2000-11-01,1,Brasil,2,%,0.32,1,Brasil,200011,novembro 2000,63,IPCA - Variação mensal,2000-11-01
2000-12-01,1,Brasil,2,%,0.59,1,Brasil,200012,dezembro 2000,63,IPCA - Variação mensal,2000-12-01
2001-01-01,1,Brasil,2,%,0.57,1,Brasil,200101,janeiro 2001,63,IPCA - Variação mensal,2001-01-01
2001-02-01,1,Brasil,2,%,0.46,1,Brasil,200102,fevereiro 2001,63,IPCA - Variação mensal,2001-02-01
2001-03-01,1,Brasil,2,%,0.38,1,Brasil,200103,março 2001,63,IPCA - Variação mensal,2001-03-01
2001-04-01,1,Brasil,2,%,0.58,1,Brasil,200104,abril 2001,63,IPCA - Variação mensal,2001-04-01
2001-05-01,1,Brasil,2,%,0.41,1,Brasil,200105,maio 2001,63,IPCA - Variação mensal,2001-05-01
2001-06-01,1,Brasil,2,%,0.52,1,Brasil,200106,junho 2001,63,IPCA - Variação mensal,2001-06-01
2001-07-01,1,Brasil,2,%,1.33,1,Brasil,200107,julho 2001,63,IPCA - Variação mensal,2001-07-01
2001-08-01,1,Brasil,2,%,0.7,1,Brasil,200108,agosto 2001,63,IPCA - Variação mensal,2001-08-01
2001-09-01,1,Brasil,2,%,0.28,1,Brasil,200109,setembro 2001,63,IPCA - Variação mensal,2001-09-01
2001-10-01,1,Brasil,2,%,0.83,1,Brasil,200110,outubro 2001,63,IPCA - Variação mensal,2001-10-01
2001-11-01,1,Brasil,2,%,0.71,1,Brasil,200111,novembro 2001,63,IPCA - Variação mensal,2001-11-01
2001-12-01,1,Brasil,2,%,0.65,1,Brasil,200112,dezembro 2001,63,IPCA - Variação mensal,2001-12-01
2002-01-01,1,Brasil,2,%,0.52,1,Brasil,200201,janeiro 2002,63,IPCA - Variação mensal,2002-01-01
2002-02-01,1,Brasil,2,%,0.36,1,Brasil,200202,fevereiro 2002,63,IPCA - Variação mensal,2002-02-01
2002-03-01,1,Brasil,2,%,0.6,1,Brasil,200203,março 2002,63,IPCA - Variação mensal,2002-03-01
2002-04-01,1,Brasil,2,%,0.8,1,Brasil,200204,abril 2002,63,IPCA - Variação mensal,2002-04-01
2002-05-01,1,Brasil,2,%,0.21,1,Brasil,200205,maio 2002,63,IPCA - Variação mensal,2002-05-01
2002-06-01,1,Brasil,2,%,0.42,1,Brasil,200206,junho 2002,63,IPCA - Variação mensal,2002-06-01
2002-07-01,1,Brasil,2,%,1.19,1,Brasil,200207,julho 2002,63,IPCA - Variação mensal,2002-07-01
2002-08-01,1,Brasil,2,%,0.65,1,Brasil,200208,agosto 2002,63,IPCA - Variação mensal,2002-08-01
2002-09-01,1,Brasil,2,%,0.72,1,Brasil,200209,setembro 2002,63,IPCA - Variação mensal,2002-09-01
2002-10-01,1,Brasil,2,%,1.31,1,Brasil,200210,outubro 2002,63,IPCA - Variação mensal,2002-10-01
2002-11-01,1,Brasil,2,%,3.02,1,Brasil,200211,novembro 2002,63,IPCA - Variação mensal,2002-11-01
2002-12-01,1,Brasil,2,%,2.1,1,Brasil,200212,dezembro 2002,63,IPCA - Variação mensal,2002-12-01
2003-01-01,1,Brasil,2,%,2.25,1,Brasil,200301,janeiro 2003,63,IPCA - Variação mensal,2003-01-01
2003-02-01,1,Brasil,2,%,1.57,1,Brasil,200302,fevereiro 2003,63,IPCA - Variação mensal,2003-02-01
2003-03-01,1,Brasil,2,%,1.23,1,Brasil,200303,março 2003,63,IPCA - Variação mensal,2003-03-01
2003-04-01,1,Brasil,2,%,0.97,1,Brasil,200304,abril 2003,63,IPCA - Variação mensal,2003-04-01
2003-05-01,1,Brasil,2,%,0.61,1,Brasil,200305,maio 2003,63,IPCA - Variação mensal,2003-05-01
2003-06-01,1,Brasil,2,%,-0.15,1,Brasil,200306,junho 2003,63,IPCA - Variação mensal,2003-06-01
2003-07-01,1,Brasil,2,%,0.2,1,Brasil,200307,julho 2003,63,IPCA - Variação mensal,2003-07-01
2003-08-01,1,Brasil,2,%,0.34,1,Brasil,200308,agosto 2003,63,IPCA - Variação mensal,2003-08-01
2003-09-01,1,Brasil,2,%,0.78,1,Brasil,200309,setembro 2003,63,IPCA - Variação mensal,2003-09-01
2003-10-01,1,Brasil,2,%,0.29,1,Brasil,200310,outubro 2003,63,IPCA - Variação mensal,2003-10-01
2003-11-01,1,Brasil,2,%,0.34,1,Brasil,200311,novembro 2003,63,IPCA - Variação mensal,2003-11-01
2003-12-01,1,Brasil,2,%,0.52,1,Brasil,200312,dezembro 2003,63,IPCA - Variação mensal,2003-12-01
2004-01-01,1,Brasil,2,%,0.76,1,Brasil,200401,janeiro 2004,63,IPCA - Variação mensal,2004-01-01
2004-02-01,1,Brasil,2,%,0.61,1,Brasil,200402,fevereiro 2004,63,IPCA - Variação mensal,2004-02-01
2004-03-01,1,Brasil,2,%,0.47,1,Brasil,200403,março 2004,63,IPCA - Variação mensal,2004-03-01
2004-04-01,1,Brasil,2,%,0.37,1,Brasil,200404,abril 2004,63,IPCA - Variação mensal,2004-04-01
2004-05-01,1,Brasil,2,%,0.51,1,Brasil,200405,maio 2004,63,IPCA - Variação mensal,2004-05-01
2004-06-01,1,Brasil,2,%,0.71,1,Brasil,200406,junho 2004,63,IPCA - Variação mensal,2004-06-01
2004-07-01,1,Brasil,2,%,0.91,1,Brasil,200407,julho 2004,63,IPCA - Variação mensal,2004-07-01
2004-08-01,1,Brasil,2,%,0.69,1,Brasil,200408,agosto 2004,63,IPCA - Variação mensal,2004-08-01
2004-09-01,1,Brasil,2,%,0.33,1,Brasil,200409,setembro 2004,63,IPCA - Variação mensal,2004-09-01
2004-10-01,1,Brasil,2,%,0.44,1,Brasil,200410,outubro 2004,63,IPCA - Variação mensal,2004-10-01
2004-11-01,1,Brasil,2,%,0.69,1,Brasil,200411,novembro 2004,63,IPCA - Variação mensal,2004-11-01
2004-12-01,1,Brasil,2,%,0.86,1,Brasil,200412,dezembro 2004,63,IPCA - Variação mensal,2004-12-01
2005-01-01,1,Brasil,2,%,0.58,1,Brasil,200501,janeiro 2005,63,IPCA - Variação mensal,2005-01-01
2005-02-01,1,Brasil,2,%,0.59,1,Brasil,200502,fevereiro 2005,63,IPCA - Variação mensal,2005-02-01
2005-03-01,1,Brasil,2,%,0.61,1,Brasil,200503,março 2005,63,IPCA - Variação mensal,2005-03-01
2005-04-01,1,Brasil,2,%,0.87,1,Brasil,200504,abril 2005,63,IPCA - Variação mensal,2005-04-01
2005-05-01,1,Brasil,2,%,0.49,1,Brasil,200505,maio 2005,63,IPCA - Variação mensal,2005-05-01
2005-06-01,1,Brasil,2,%,-0.02,1,Brasil,200506,junho 2005,63,IPCA - Variação mensal,2005-06-01
2005-07-01,1,Brasil,2,%,0.25,1,Brasil,200507,julho 2005,63,IPCA - Variação mensal,2005-07-01
2005-08-01,1,Brasil,2,%,0.17,1,Brasil,200508,agosto 2005,63,IPCA - Variação mensal,2005-08-01
2005-09-01,1,Brasil,2,%,0.35,1,Brasil,200509,setembro 2005,63,IPCA - Variação mensal,2005-09-01
2005-10-01,1,Brasil,2,%,0.75,1,Brasil,200510,outubro 2005,63,IPCA - Variação mensal,2005-10-01
2005-11-01,1,Brasil,2,%,0.55,1,Brasil,200511,novembro 2005,63,IPCA - Variação mensal,2005-11-01
2005-12-01,1,Brasil,2,%,0.36,1,Brasil,200512,dezembro 2005,63,IPCA - Variação mensal,2005-12-01
2006-01-01,1,Brasil,2,%,0.59,1,Brasil,200601,janeiro 2006,63,IPCA - Variação mensal,2006-01-01
2006-02-01,1,Brasil,2,%,0.41,1,Brasil,200602,fevereiro 2006,63,IPCA - Variação mensal,2006-02-01
2006-03-01,1,Brasil,2,%,0.43,1,Brasil,200603,março 2006,63,IPCA - Variação mensal,2006-03-01
2006-04-01,1,Brasil,2,%,0.21,1,Brasil,200604,abril 2006,63,IPCA - Variação mensal,2006-04-01
2006-05-01,1,Brasil,2,%,0.1,1,Brasil,200605,maio 2006,63,IPCA - Variação mensal,2006-05-01
2006-06-01,1,Brasil,2,%,-0.21,1,Brasil,200606,junho 2006,63,IPCA - Variação mensal,2006-06-01
2006-07-01,1,Brasil,2,%,0.19,1,Brasil,200607,julho 2006,63,IPCA - Variação mensal,2006-07-01
2006-08-01,1,Brasil,2,%,0.05,1,Brasil,200608,agosto 2006,63,IPCA - Variação mensal,2006-08-01
2006-09-01,1,Brasil,2,%,0.21,1,Brasil,200609,setembro 2006,63,IPCA - Variação mensal,2006-09-01
2006-10-01,1,Brasil,2,%,0.33,1,Brasil,200610,outubro 2006,63,IPCA - Variação mensal,2006-10-01
2006-11-01,1,Brasil,2,%,0.31,1,Brasil,200611,novembro 2006,63,IPCA - Variação mensal,2006-11-01
2006-12-01,1,Brasil,2,%,0.48,1,Brasil,200612,dezembro 2006,63,IPCA - Variação mensal,2006-12-01
2007-01-01,1,Brasil,2,%,0.44,1,Brasil,200701,janeiro 2007,63,IPCA - Variação mensal,2007-01-01
2007-02-01,1,Brasil,2,%,0.44,1,Brasil,200702,fevereiro 2007,63,IPCA - Variação mensal,2007-02-01
2007-03-01,1,Brasil,2,%,0.37,1,Brasil,200703,março 2007,63,IPCA - Variação mensal,2007-03-01
2007-04-01,1,Brasil,2,%,0.25,1,Brasil,200704,abril 2007,63,IPCA - Variação mensal,2007-04-01
2007-05-01,1,Brasil,2,%,0.28,1,Brasil,200705,maio 2007,63,IPCA - Variação mensal,2007-05-01
2007-06-01,1,Brasil,2,%,0.28,1,Brasil,200706,junho 2007,63,IPCA - Variação mensal,2007-06-01
2007-07-01,1,Brasil,2,%,0.24,1,Brasil,200707,julho 2007,63,IPCA - Variação mensal,2007-07-01
2007-08-01,1,Brasil,2,%,0.47,1,Brasil,200708,agosto 2007,63,IPCA - Variação mensal,2007-08-01
2007-09-01,1,Brasil,2,%,0.18,1,Brasil,200709,setembro 2007,63,IPCA - Variação mensal,2007-09-01
2007-10-01,1,Brasil,2,%,0.3,1,Brasil,200710,outubro 2007,63,IPCA - Variação mensal,2007-10-01
2007-11-01,1,Brasil,2,%,0.38,1,Brasil,200711,novembro 2007,63,IPCA - Variação mensal,2007-11-01
2007-12-01,1,Brasil,2,%,0.74,1,Brasil,200712,dezembro 2007,63,IPCA - Variação mensal,2007-12-01
2008-01-01,1,Brasil,2,%,0.54,1,Brasil,200801,janeiro 2008,63,IPCA - Variação mensal,2008-01-01
2008-02-01,1,Brasil,2,%,0.49,1,Brasil,200802,fevereiro 2008,63,IPCA - Variação mensal,2008-02-01
2008-03-01,1,Brasil,2,%,0.48,1,Brasil,200803,março 2008,63,IPCA - Variação mensal,2008-03-01
2008-04-01,1,Brasil,2,%,0.55,1,Brasil,200804,abril 2008,63,IPCA - Variação mensal,2008-04-01
2008-05-01,1,Brasil,2,%,0.79,1,Brasil,200805,maio 2008,63,IPCA - Variação mensal,2008-05-01
2008-06-01,1,Brasil,2,%,0.74,1,Brasil,200806,junho 2008,63,IPCA - Variação mensal,2008-06-01
2008-07-01,1,Brasil,2,%,0.53,1,Brasil,200807,julho 2008,63,IPCA - Variação mensal,2008-07-01
2008-08-01,1,Brasil,2,%,0.28,1,Brasil,200808,agosto 2008,63,IPCA - Variação mensal,2008-08-01
2008-09-01,1,Brasil,2,%,0.26,1,Brasil,200809,setembro 2008,63,IPCA - Variação mensal,2008-09-01
2008-10-01,1,Brasil,2,%,0.45,1,Brasil,200810,outubro 2008,63,IPCA - Variação mensal,2008-10-01
2008-11-01,1,Brasil,2,%,0.36,1,Brasil,200811,novembro 2008,63,IPCA - Variação mensal,2008-11-01
2008-12-01,1,Brasil,2,%,0.28,1,Brasil,200812,dezembro 2008,63,IPCA - Variação mensal,2008-12-01
2009-01-01,1,Brasil,2,%,0.48,1,Brasil,200901,janeiro 2009,63,IPCA - Variação mensal,2009-01-01
2009-02-01,1,Brasil,2,%,0.55,1,Brasil,200902,fevereiro 2009,63,IPCA - Variação mensal,2009-02-01
2009-03-01,1,Brasil,2,%,0.2,1,Brasil,200903,março 2009,63,IPCA - Variação mensal,2009-03-01
2009-04-01,1,Brasil,2,%,0.48,1,Brasil,200904,abril 2009,63,IPCA - Variação mensal,2009-04-01
2009-05-01,1,Brasil,2,%,0.47,1,Brasil,200905,maio 2009,63,IPCA - Variação mensal,2009-05-01
2009-06-01,1,Brasil,2,%,0.36,1,Brasil,200906,junho 2009,63,IPCA - Variação mensal,2009-06-01
2009-07-01,1,Brasil,2,%,0.24,1,Brasil,200907,julho 2009,63,IPCA - Variação mensal,2009-07-01
2009-08-01,1,Brasil,2,%,0.15,1,Brasil,200908,agosto 2009,63,IPCA - Variação mensal,2009-08-01
2009-09-01,1,Brasil,2,%,0.24,1,Brasil,200909,setembro 2009,63,IPCA - Variação mensal,2009-09-01
2009-10-01,1,Brasil,2,%,0.28,1,Brasil,200910,outubro 2009,63,IPCA - Variação mensal,2009-10-01
2009-11-01,1,Brasil,2,%,0.41,1,Brasil,200911,novembro 2009,63,IPCA - Variação mensal,2009-11-01
2009-12-01,1,Brasil,2,%,0.37,1,Brasil,200912,dezembro 2009,63,IPCA - Variação mensal,2009-12-01
2010-01-01,1,Brasil,2,%,0.75,1,Brasil,201001,janeiro 2010,63,IPCA - Variação mensal,2010-01-01
2010-02-01,1,Brasil,2,%,0.78,1,Brasil,201002,fevereiro 2010,63,IPCA - Variação mensal,2010-02-01
2010-03-01,1,Brasil,2,%,0.52,1,Brasil,201003,março 2010,63,IPCA - Variação mensal,2010-03-01
2010-04-01,1,Brasil,2,%,0.57,1,Brasil,201004,abril 2010,63,IPCA - Variação mensal,2010-04-01
2010-05-01,1,Brasil,2,%,0.43,1,Brasil,201005,maio 2010,63,IPCA - Variação mensal,2010-05-01
2010-06-01,1,Brasil,2,%,0.0,1,Brasil,201006,junho 2010,63,IPCA - Variação mensal,2010-06-01
2010-07-01,1,Brasil,2,%,0.01,1,Brasil,201007,julho 2010,63,IPCA - Variação mensal,2010-07-01
2010-08-01,1,Brasil,2,%,0.04,1,Brasil,201008,agosto 2010,63,IPCA - Variação mensal,2010-08-01
2010-09-01,1,Brasil,2,%,0.45,1,Brasil,201009,setembro 2010,63,IPCA - Variação mensal,2010-09-01
2010-10-01,1,Brasil,2,%,0.75,1,Brasil,201010,outubro 2010,63,IPCA - Variação mensal,2010-10-01
2010-11-01,1,Brasil,2,%,0.83,1,Brasil,201011,novembro 2010,63,IPCA - Variação mensal,2010-11-01
2010-12-01,1,Brasil,2,%,0.63,1,Brasil,201012,dezembro 2010,63,IPCA - Variação mensal,2010-12-01
2011-01-01,1,Brasil,2,%,0.83,1,Brasil,201101,janeiro 2011,63,IPCA - Variação mensal,2011-01-01
2011-02-01,1,Brasil,2,%,0.8,1,Brasil,201102,fevereiro 2011,63,IPCA - Variação mensal,2011-02-01
2011-03-01,1,Brasil,2,%,0.79,1,Brasil,201103,março 2011,63,IPCA - Variação mensal,2011-03-01
2011-04-01,1,Brasil,2,%,0.77,1,Brasil,201104,abril 2011,63,IPCA - Variação mensal,2011-04-01
2011-05-01,1,Brasil,2,%,0.47,1,Brasil,201105,maio 2011,63,IPCA - Variação mensal,2011-05-01
2011-06-01,1,Brasil,2,%,0.15,1,Brasil,201106,junho 2011,63,IPCA - Variação mensal,2011-06-01
2011-07-01,1,Brasil,2,%,0.16,1,Brasil,201107,julho 2011,63,IPCA - Variação mensal,2011-07-01
2011-08-01,1,Brasil,2,%,0.37,1,Brasil,201108,agosto 2011,63,IPCA - Variação mensal,2011-08-01
2011-09-01,1,Brasil,2,%,0.53,1,Brasil,201109,setembro 2011,63,IPCA - Variação mensal,2011-09-01
2011-10-01,1,Brasil,2,%,0.43,1,Brasil,201110,outubro 2011,63,IPCA - Variação mensal,2011-10-01
2011-11-01,1,Brasil,2,%,0.52,1,Brasil,201111,novembro 2011,63,IPCA - Variação mensal,2011-11-01
2011-12-01,1,Brasil,2,%,0.5,1,Brasil,201112,dezembro 2011,63,IPCA - Variação mensal,2011-12-01
2012-01-01,1,Brasil,2,%,0.56,1,Brasil,201201,janeiro 2012,63,IPCA - Variação mensal,2012-01-01
2012-02-01,1,Brasil,2,%,0.45,1,Brasil,201202,fevereiro 2012,63,IPCA - Variação mensal,2012-02-01
2012-03-01,1,Brasil,2,%,0.21,1,Brasil,201203,março 2012,63,IPCA - Variação mensal,2012-03-01
2012-04-01,1,Brasil,2,%,0.64,1,Brasil,201204,abril 2012,63,IPCA - Variação mensal,2012-04-01
2012-05-01,1,Brasil,2,%,0.36,1,Brasil,201205,maio 2012,63,IPCA - Variação mensal,2012-05-01
2012-06-01,1,Brasil,2,%,0.08,1,Brasil,201206,junho 2012,63,IPCA - Variação mensal,2012-06-01
2012-07-01,1,Brasil,2,%,0.43,1,Brasil,201207,julho 2012,63,IPCA - Variação mensal,2012-07-01
2012-08-01,1,Brasil,2,%,0.41,1,Brasil,201208,agosto 2012,63,IPCA - Variação mensal,2012-08-01
2012-09-01,1,Brasil,2,%,0.57,1,Brasil,201209,setembro 2012,63,IPCA - Variação mensal,2012-09-01
2012-10-01,1,Brasil,2,%,0.59,1,Brasil,201210,outubro 2012,63,IPCA - Variação mensal,2012-10-01
2012-11-01,1,Brasil,2,%,0.6,1,Brasil,201211,novembro 2012,63,IPCA - Variação mensal,2012-11-01
2012-12-01,1,Brasil,2,%,0.79,1,Brasil,201212,dezembro 2012,63,IPCA - Variação mensal,2012-12-01
2013-01-01,1,Brasil,2,%,0.86,1,Brasil,201301,janeiro 2013,63,IPCA - Variação mensal,2013-01-01
2013-02-01,1,Brasil,2,%,0.6,1,Brasil,201302,fevereiro 2013,63,IPCA - Variação mensal,2013-02-01
2013-03-01,1,Brasil,2,%,0.47,1,Brasil,201303,março 2013,63,IPCA - Variação mensal,2013-03-01
2013-04-01,1,Brasil,2,%,0.55,1,Brasil,201304,abril 2013,63,IPCA - Variação mensal,2013-04-01
2013-05-01,1,Brasil,2,%,0.37,1,Brasil,201305,maio 2013,63,IPCA - Variação mensal,2013-05-01
2013-06-01,1,Brasil,2,%,0.26,1,Brasil,201306,junho 2013,63,IPCA - Variação mensal,2013-06-01
2013-07-01,1,Brasil,2,%,0.03,1,Brasil,201307,julho 2013,63,IPCA - Variação mensal,2013-07-01
2013-08-01,1,Brasil,2,%,0.24,1,Brasil,201308,agosto 2013,63,IPCA - Variação mensal,2013-08-01
2013-09-01,1,Brasil,2,%,0.35,1,Brasil,201309,setembro 2013,63,IPCA - Variação mensal,2013-09-01
2013-10-01,1,Brasil,2,%,0.57,1,Brasil,201310,outubro 2013,63,IPCA - Variação mensal,2013-10-01
2013-11-01,1,Brasil,2,%,0.54,1,Brasil,201311,novembro 2013,63,IPCA - Variação mensal,2013-11-01
2013-12-01,1,Brasil,2,%,0.92,1,Brasil,201312,dezembro 2013,63,IPCA - Variação mensal,2013-12-01
2014-01-01,1,Brasil,2,%,0.55,1,Brasil,201401,janeiro 2014,63,IPCA - Variação mensal,2014-01-01
2014-02-01,1,Brasil,2,%,0.69,1,Brasil,201402,fevereiro 2014,63,IPCA - Variação mensal,2014-02-01
2014-03-01,1,Brasil,2,%,0.92,1,Brasil,201403,março 2014,63,IPCA - Variação mensal,2014-03-01
2014-04-01,1,Brasil,2,%,0.67,1,Brasil,201404,abril 2014,63,IPCA - Variação mensal,2014-04-01
2014-05-01,1,Brasil,2,%,0.46,1,Brasil,201405,maio 2014,63,IPCA - Variação mensal,2014-05-01
2014-06-01,1,Brasil,2,%,0.4,1,Brasil,201406,junho 2014,63,IPCA - Variação mensal,2014-06-01
2014-07-01,1,Brasil,2,%,0.01,1,Brasil,201407,julho 2014,63,IPCA - Variação mensal,2014-07-01
2014-08-01,1,Brasil,2,%,0.25,1,Brasil,201408,agosto 2014,63,IPCA - Variação mensal,2014-08-01
2014-09-01,1,Brasil,2,%,0.57,1,Brasil,201409,setembro 2014,63,IPCA - Variação mensal,2014-09-01
2014-10-01,1,Brasil,2,%,0.42,1,Brasil,201410,outubro 2014,63,IPCA - Variação mensal,2014-10-01
2014-11-01,1,Brasil,2,%,0.51,1,Brasil,201411,novembro 2014,63,IPCA - Variação mensal,2014-11-01
2014-12-01,1,Brasil,2,%,0.78,1,Brasil,201412,dezembro 2014,63,IPCA - Variação mensal,2014-12-01
2015-01-01,1,Brasil,2,%,1.24,1,Brasil,201501,janeiro 2015,63,IPCA - Variação mensal,2015-01-01
2015-02-01,1,Brasil,2,%,1.22,1,Brasil,201502,fevereiro 2015,63,IPCA - Variação mensal,2015-02-01
2015-03-01,1,Brasil,2,%,1.32,1,Brasil,201503,março 2015,63,IPCA - Variação mensal,2015-03-01
2015-04-01,1,Brasil,2,%,0.71,1,Brasil,201504,abril 2015,63,IPCA - Variação mensal,2015-04-01
2015-05-01,1,Brasil,2,%,0.74,1,Brasil,201505,maio 2015,63,IPCA - Variação mensal,2015-05-01
2015-06-01,1,Brasil,2,%,0.79,1,Brasil,201506,junho 2015,63,IPCA - Variação mensal,2015-06-01
2015-07-01,1,Brasil,2,%,0.62,1,Brasil,201507,julho 2015,63,IPCA - Variação mensal,2015-07-01
2015-08-01,1,Brasil,2,%,0.22,1,Brasil,201508,agosto 2015,63,IPCA - Variação mensal,2015-08-01
2015-09-01,1,Brasil,2,%,0.54,1,Brasil,201509,setembro 2015,63,IPCA - Variação mensal,2015-09-01
2015-10-01,1,Brasil,2,%,0.82,1,Brasil,201510,outubro 2015,63,IPCA - Variação mensal,2015-10-01
2015-11-01,1,Brasil,2,%,1.01,1,Brasil,201511,novembro 2015,63,IPCA - Variação mensal,2015-11-01
2015-12-01,1,Brasil,2,%,0.96,1,Brasil,201512,dezembro 2015,63,IPCA - Variação mensal,2015-12-01
2016-01-01,1,Brasil,2,%,1.27,1,Brasil,201601,janeiro 2016,63,IPCA - Variação mensal,2016-01-01
2016-02-01,1,Brasil,2,%,0.9,1,Brasil,201602,fevereiro 2016,63,IPCA - Variação mensal,2016-02-01
2016-03-01,1,Brasil,2,%,0.43,1,Brasil,201603,março 2016,63,IPCA - Variação mensal,2016-03-01
2016-04-01,1,Brasil,2,%,0.61,1,Brasil,201604,abril 2016,63,IPCA - Variação mensal,2016-04-01
2016-05-01,1,Brasil,2,%,0.78,1,Brasil,201605,maio 2016,63,IPCA - Variação mensal,2016-05-01
2016-06-01,1,Brasil,2,%,0.35,1,Brasil,201606,junho 2016,63,IPCA - Variação mensal,2016-06-01
2016-07-01,1,Brasil,2,%,0.52,1,Brasil,201607,julho 2016,63,IPCA - Variação mensal,2016-07-01
2016-08-01,1,Brasil,2,%,0.44,1,Brasil,201608,agosto 2016,63,IPCA - Variação mensal,2016-08-01
2016-09-01,1,Brasil,2,%,0.08,1,Brasil,201609,setembro 2016,63,IPCA - Variação mensal,2016-09-01
2016-10-01,1,Brasil,2,%,0.26,1,Brasil,201610,outubro 2016,63,IPCA - Variação mensal,2016-10-01
2016-11-01,1,Brasil,2,%,0.18,1,Brasil,201611,novembro 2016,63,IPCA - Variação mensal,2016-11-01
2016-12-01,1,Brasil,2,%,0.3,1,Brasil,201612,dezembro 2016,63,IPCA - Variação mensal,2016-12-01
2017-01-01,1,Brasil,2,%,0.38,1,Brasil,201701,janeiro 2017,63,IPCA - Variação mensal,2017-01-01
2017-02-01,1,Brasil,2,%,0.33,1,Brasil,201702,fevereiro 2017,63,IPCA - Variação mensal,2017-02-01
2017-03-01,1,Brasil,2,%,0.25,1,Brasil,201703,março 2017,63,IPCA - Variação mensal,2017-03-01
2017-04-01,1,Brasil,2,%,0.14,1,Brasil,201704,abril 2017,63,IPCA - Variação mensal,2017-04-01
2017-05-01,1,Brasil,2,%,0.31,1,Brasil,201705,maio 2017,63,IPCA - Variação mensal,2017-05-01
2017-06-01,1,Brasil,2,%,-0.23,1,Brasil,201706,junho 2017,63,IPCA - Variação mensal,2017-06-01
2017-07-01,1,Brasil,2,%,0.24,1,Brasil,201707,julho 2017,63,IPCA - Variação mensal,2017-07-01
2017-08-01,1,Brasil,2,%,0.19,1,Brasil,201708,agosto 2017,63,IPCA - Variação mensal,2017-08-01
2017-09-01,1,Brasil,2,%,0.16,1,Brasil,201709,setembro 2017,63,IPCA - Variação mensal,2017-09-01
2017-10-01,1,Brasil,2,%,0.42,1,Brasil,201710,outubro 2017,63,IPCA - Variação mensal,2017-10-01
2017-11-01,1,Brasil,2,%,0.28,1,Brasil,201711,novembro 2017,63,IPCA - Variação mensal,2017-11-01
