Date,selic,IPCA-EX2,IPCA-EX3,IPCA-MS,IPCA-MA,IPCA-EX0,IPCA-EX1,IPCA-DP,expectativas_inflacao,meta_inflacao,inflacao_efetiva,diferenca_meta_efetiva,ipca,pib,despesas_publica,capital_fixo,producao_industrial_manufatureira
2023-02-01,13.65,0.62,0.64,0.48,0.62,1.06,1.0,0.76,0.3909988888888889,3.25,4.62,-1.37,0.84,4.2,0.6,1.4,84.26269
2023-03-01,13.65,0.39,0.37,0.36,0.38,0.26,0.45,0.44,0.3891064347826087,3.25,4.62,-1.37,0.71,4.2,0.6,1.4,84.26269
2023-04-01,13.65,0.52,0.53,0.5,0.45,0.47,0.67,0.56,0.3801486666666667,3.25,4.62,-1.37,0.61,3.5,2.3,-1.8,84.26269
2023-05-01,13.65,0.45,0.44,0.49,0.46,0.08,0.44,0.46,0.3675881818181818,3.25,4.62,-1.37,0.23,3.5,2.3,-1.8,84.26269
2023-06-01,13.65,0.38,0.42,0.11,0.06,0.13,0.31,0.13,0.33191542857142853,3.25,4.62,-1.37,-0.08,3.5,2.3,-1.8,84.26269
2023-07-01,13.65,0.08,0.09,0.22,0.19,0.2,0.01,0.21,0.3197718095238095,3.25,4.62,-1.37,0.12,2.0,0.8,-6.8,84.26269
2023-08-01,13.19,0.18,0.24,0.33,0.37,0.18,0.44,0.29,0.3152958260869565,3.25,4.62,-1.37,0.23,2.0,0.8,-6.8,84.26269
2023-09-01,12.97,0.08,0.12,0.3,0.25,0.22,0.29,0.22,0.3170828,3.25,4.62,-1.37,0.26,2.0,0.8,-6.8,84.26269
2023-10-01,12.65,0.12,0.14,0.31,0.17,0.35,0.33,0.22,0.31251980952380953,3.25,4.62,-1.37,0.24,2.1,3.0,-4.4,84.26269
2023-11-01,12.17,-0.09,-0.08,0.37,0.18,0.21,0.31,0.2,0.3082102,3.25,4.62,-1.37,0.28,2.1,3.0,-4.4,84.26269
2023-12-01,11.87,0.42,0.46,0.47,0.37,0.47,0.48,0.43,0.309085,3.25,4.62,-1.37,0.56,2.1,3.0,-4.4,84.26269
2024-01-01,11.65,0.59,0.61,0.51,0.37,0.16,0.22,0.45,0.30814327272727277,3.0,4.62,-1.37,0.42,2.1,3.0,-4.4,84.26269
2024-02-01,11.15,0.3,0.28,0.42,0.48,0.73,0.61,0.53,0.3073861052631579,3.0,4.62,-1.37,0.83,2.1,3.0,-4.4,84.26269
2024-03-01,11.0,0.25,0.21,0.24,0.15,0.01,0.1,0.16,0.2942264,3.0,4.62,-1.37,0.16,2.1,3.0,-4.4,84.26269
2024-04-01,10.65,0.25,0.21,0.24,0.15,0.01,0.1,0.16,0.2875688,3.0,4.62,-1.37,0.16,2.1,3.0,-4.4,84.26269
