iter	RMSE
0	0.2959115563
1	0.2879983118
2	0.285060884
3	0.2844146399
4	0.276052558
5	0.2748347358
6	0.2712948443
7	0.2671818224
8	0.2592812248
9	0.2577047949
10	0.253360648
11	0.2517997205
12	0.2509222484
13	0.2477255073
14	0.2461339072
15	0.2437124
16	0.2406827327
17	0.2402538333
18	0.2385378893
19	0.2369593788
20	0.235839409
21	0.234296778
22	0.2320584913
23	0.2291619775
24	0.2275397243
25	0.2270994615
26	0.2249954042
27	0.2225298181
28	0.2200610757
29	0.2180426478
30	0.2170449483
31	0.2155556215
32	0.2147983701
33	0.2126476804
34	0.2106295212
35	0.2098331746
36	0.2090992793
37	0.2076491209
38	0.206287011
39	0.2045740379
40	0.203182016
41	0.202355874
42	0.201504509
43	0.2002832639
44	0.1999758599
45	0.1988819285
46	0.1976552019
47	0.1966180406
48	0.1951867609
49	0.1937059071
50	0.1924936254
51	0.1904624936
52	0.1893009754
53	0.1880930081
54	0.1878126938
55	0.1867524625
56	0.1851706719
57	0.1837135262
58	0.1832434077
59	0.1821780013
60	0.1814525146
61	0.1801050354
62	0.1791309428
63	0.1781714369
64	0.1771062606
65	0.1763150656
66	0.1750462569
67	0.1741461792
68	0.1734534783
69	0.1726705368
70	0.1713934263
71	0.1704590142
72	0.1695076371
73	0.1684825873
74	0.1681038556
75	0.1668695359
76	0.1657328491
77	0.1645437005
78	0.1631877049
79	0.1617074934
80	0.160625777
81	0.159925338
82	0.1590240974
83	0.1587310134
84	0.1583698424
85	0.1570876711
86	0.1564891501
87	0.1558049493
88	0.155095965
89	0.1538646224
90	0.1534076612
91	0.1532746298
92	0.1524462851
93	0.1520035054
94	0.1513585023
95	0.1506825283
96	0.1497811586
97	0.1492591927
98	0.1483141066
99	0.1472001997
100	0.1464429103
101	0.1459314664
102	0.1455832645
103	0.145159238
104	0.1440396497
105	0.1431182938
106	0.1423537763
107	0.1419750535
108	0.1411392392
109	0.140245372
110	0.1401350607
111	0.1394161663
112	0.1386574207
113	0.1378768679
114	0.1372288966
115	0.136432243
116	0.135657679
117	0.1355252636
118	0.1351477085
119	0.1342622434
120	0.133521357
121	0.1328149607
122	0.13236378
123	0.1319712724
124	0.1312259564
125	0.130644083
126	0.1301391388
127	0.1295541179
128	0.1292191691
129	0.128540812
130	0.1280242213
131	0.1274085078
132	0.1268326241
133	0.1260997723
134	0.1257452608
135	0.1256950461
136	0.1251974365
137	0.1249957115
138	0.1242516339
139	0.1241226453
140	0.1236101195
141	0.1227738938
142	0.12224169
143	0.1218267594
144	0.1214658492
145	0.1213646558
146	0.1207270951
147	0.1202309799
148	0.1198746878
149	0.1193265855
150	0.1187908251
151	0.1182002624
152	0.1178339866
153	0.1173627146
154	0.1168478148
155	0.1166263167
156	0.116296269
157	0.1160876833
158	0.1154846092
159	0.1148461414
160	0.1143185626
161	0.1141288257
162	0.1136838801
163	0.1135387195
164	0.1130432949
165	0.1125046168
166	0.1120302654
167	0.1115604237
168	0.1113186609
169	0.1107836142
170	0.1104294838
171	0.1101123244
172	0.1098011229
173	0.109232399
174	0.108978925
175	0.1084568308
176	0.1078306592
177	0.1076070908
178	0.1071438222
179	0.1064087666
180	0.1062789963
181	0.1059305345
182	0.1053158911
183	0.1047667194
184	0.1046322797
185	0.1041658401
186	0.1041282653
187	0.10373819
188	0.1033560667
189	0.1029547296
190	0.102624344
191	0.1021855025
192	0.1020828532
193	0.1015311513
194	0.1009309126
195	0.1004497899
196	0.1001138323
197	0.09988706029
198	0.09957914972
199	0.09924526671
200	0.09872841556
201	0.09867921008
202	0.09829676118
203	0.09796880792
204	0.09757222688
205	0.0971633082
206	0.0968045639
207	0.09645488271
208	0.09591604533
209	0.0957751889
210	0.09573719356
211	0.09552149399
212	0.09521678024
213	0.09485822938
214	0.09439119108
215	0.09435746497
216	0.09389198895
217	0.09350011506
218	0.09334200575
219	0.09312451472
220	0.09288257336
221	0.09252986782
222	0.09214626746
223	0.09161942852
224	0.09129270869
225	0.0910073964
226	0.09068917238
227	0.09028826481
228	0.09016806742
229	0.08998854194
230	0.08971035751
231	0.08931866798
232	0.08883427152
233	0.08863602686
234	0.08829454233
235	0.08792387466
236	0.08755214928
237	0.08723040814
238	0.08709558431
239	0.08692014586
240	0.08655748296
241	0.08619228424
242	0.08575294526
243	0.08568744256
244	0.08537183588
245	0.08526644499
246	0.08501189926
247	0.08483122901
248	0.08461073094
249	0.08434486438
250	0.08422950399
251	0.08406879337
252	0.08383689193
253	0.08369537593
254	0.08345785546
255	0.08323297478
256	0.08313373458
257	0.08283942464
258	0.08252255172
259	0.0823763346
260	0.0820346098
261	0.08179193662
262	0.08175953643
263	0.08148954149
264	0.08115954079
265	0.08101327825
266	0.08060187527
267	0.08035315317
268	0.08021097166
269	0.0798981991
270	0.07971777698
271	0.07944970813
272	0.07909006772
273	0.07898713259
274	0.0788899004
275	0.07864867064
276	0.07853407361
277	0.07845515506
278	0.07821071136
279	0.07801508558
280	0.07781980188
281	0.07755546955
282	0.0774252452
283	0.07723415922
284	0.0769971865
285	0.07696039802
286	0.07669913118
287	0.07643944247
288	0.07620559371
289	0.07597807289
290	0.07571426057
291	0.07559386195
292	0.07546841579
293	0.07529295788
294	0.07508182378
295	0.07494288165
296	0.07482250436
297	0.07472937485
298	0.07451541943
299	0.07417043114
