,0,1,2,3,4,5,igpm
2021-02-01,-9752531.536554085,20164481.311729245,36588646.552584834,-17159714.5890905,-839344.4160373833,5720787.620837907,2.53
2021-03-01,77610867.03420334,5400625.427118715,53561260.639678076,-10032700.989326298,1679560.935229068,8350531.94821598,2.94
2021-04-01,6694410.945634471,15205419.875006145,-34875897.57662049,1399125.9016490716,29584891.495547634,8590965.103977975,1.51
2021-05-01,54259696.47543659,30871986.79601958,1109492.9649704634,-12193709.682423973,-9101878.55923138,120303.75660785414,4.1
2021-06-01,153678135.59926483,-22927294.079757147,4440512.4842885025,-9104379.365232246,6035425.362521526,11871397.019928997,0.6
2021-07-01,103162518.3034156,18215887.41271099,16585218.387778377,-6686216.411357657,10921665.089165734,-1326401.3746133475,0.78
2021-08-01,89553770.06344725,35392156.1207948,45603122.26428798,-4352489.582715719,-16223717.00872624,-989426.5367234328,0.66
2021-09-01,59877739.73730383,12569877.020862626,50321249.818857275,3877550.192775491,-1907068.9416507073,2759257.1649512607,-0.64
2021-10-01,-54459225.404540055,17485302.286777694,48414844.68547343,-15014459.388494896,-6122060.200142545,-4732119.761934903,0.64
2021-11-01,84739337.57085332,55650498.48536589,-22141099.03707466,-8578092.95533976,12213394.665241921,16266895.178997563,0.02
2021-12-01,160144886.014248,-46240807.845139876,7445336.329447392,9622729.383189984,-7100893.633507047,189593.052129069,0.87
2022-01-01,-229461911.68991843,51651033.85112012,19268737.70056009,9155430.940598462,-1535800.5016515492,-6998346.786056238,1.82
2022-02-01,50973467.97439169,-21367488.856576856,65529901.33111933,-1917566.0340667495,3201274.475508566,4104513.041772181,1.83
2022-03-01,331658611.3495944,101011881.44731754,1525651.7541230863,8834663.401258161,-15980355.203301756,12195861.713950692,1.74
2022-04-01,52883849.164597034,-20094289.35583026,11333023.84110592,10445660.114172744,-3831987.6641507116,9777542.905367278,1.41
2022-05-01,112414962.29101329,-5136370.768688866,31208485.20432763,30562130.98744669,3960664.4425699064,-4476937.576617894,0.52
2022-06-01,80346158.011229,-38366781.79432754,15842078.014478207,24166665.241826538,-10537508.308181994,3362774.1469450775,0.59
2022-07-01,-28937274.453986738,-49333012.55446242,40156916.749272086,21381857.891932264,-19904012.847865414,3281931.1638568807,0.21
2022-08-01,273385156.24638635,80970906.97222091,-21407530.36309775,18207795.953015015,-3561634.1000755937,21018997.207291752,-0.7
2022-09-01,91509123.01419365,-11529446.492113844,8949754.615054775,19010814.932362694,-8896742.293359673,1384753.4510366067,-0.95
2022-10-01,-118091553.0331801,-37972611.882135026,45980260.386103876,9925590.548533808,447466.7214335604,-1606514.6881207468,-0.97
2022-11-01,139909463.91653144,-7565391.013720868,39005877.78692953,3056719.1261734893,-8563688.08721296,5357626.2802353725,-0.56
2022-12-01,105132573.86585863,-90309008.13027196,15033877.702342676,12585967.346796667,3759639.4654923943,5025508.058241433,0.45
2023-01-01,-111926306.43574962,67051940.43160391,43041711.620974764,13150203.92350468,-399205.35488125624,339003.75909976196,0.21
2023-02-01,74157496.55297011,-773251.3580828209,9988474.374900442,8901120.09912587,-912305.6182990742,12071187.15453258,-0.06
2023-03-01,234274283.04386228,12877401.515448816,12186357.313227162,35495060.92242629,4019528.191275206,10717923.498198474,0.05
2023-04-01,50146963.695077926,19921645.21415734,4088471.6052278867,-3633168.101922608,-14117336.19521147,1706368.7338393729,-0.95
2023-05-01,-9033078.574140977,-29967676.14176379,15835917.374832088,50337960.922350354,-16493174.091175744,-4531477.861708285,-1.84
2023-06-01,178581793.87594187,16623538.295584781,-38213179.7889935,21730945.947985295,-15550931.173246026,841659.2756076106,-1.93
2023-07-01,133808297.99694708,-7625161.807245262,-30506869.381985683,-4983391.680614861,-7762175.0344495205,11364482.69755634,-0.72
2023-08-01,58828336.003113456,22572814.78636712,-3031321.448944781,21745546.605905987,-6632658.80873732,1620975.3703642054,-0.14
2023-09-01,468749.7335783828,179857.15526214242,-24156.74491217558,173268.24065378742,-52828.9170808098,12887.941839782285,0.37
2023-10-01,468751.7275774151,179862.61296435675,-24153.87842121499,173270.9854110185,-52849.94768157193,12915.833914398978,0.5617269076305221
