,ibc_br_sa,icc,pib_12m,energia_industrial,energia_outros,energia_residencial,energia_total,energia_comercial,ic_br,ic_br_agro,ic_br_energia,ic_br_metal,ipc_br,ipc_br_nucleo,ipc_fipe,ipa_m,ipa_og_di_agr,ipa_og_di_ind,igp_10,igp_di,igpm,incc,ipca,ipca_comercializaveis,ipca_livres,ipca_monitorados,ipca_nao_comercializaveis,ipca_dp,ipca_ms,ipca_p55,ipca_ex0,ipca_ex3,ind_bens_k,ind_bens_consumo,ind_bens_cons_duraveis,ind_bens_intermediarios,ind_extrativa,ind_geral,ind_transformacao,ind_semi_nao_duraveis,prod_aco,prod_veic_leves,prod_caminhao,prod_onibus,prod_veiculos,uci_cni,uci_fgv,horas_trabalhadas,base_monetaria,deposito_poupanca,deposito_avista,m1,m2,m3,m4,papel_moeda,pms_auto_pecas,pms_comb_lubr,pms_hiper_alim_beb_fum,pms_hiper_super,pms_moveis_eletro,pms_vest,pms_total,vendas_veiculos,vendas_veic_interno,concessoes,idp_12m,idp,reservas_intern,bp_tc,bp_tc_12mpib,div_liq_spc_externa,div_liq_spc_interna,div_liq_spc_total,div_liq_gov_bc_externa,div_liq_gov_bc_interna,div_liq_gov_bc_total,spc_res_prim_12m,spc_res_prim_corrente,spc_res_prim_12mpib,cambio_real,brlusd,selic,tjlp,ipa_di,embi_br,ir_receita,swaps_di360,juros_ltn,ipca_mensal,ipca_doze_mensal,igpm_doze_mensal,expectativa_igpm_h_1,expectativa_igpm_h_2,expectativa_igpm_h_3,expectativa_igpm_h_4,expectativa_igpm_h_5,expectativa_igpm_h_6,expectativa_igpm_h_7,expectativa_igpm_h_8,expectativa_igpm_h_9,expectativa_igpm_h_10,expectativa_igpm_h_11,expectativa_igpm_h_12,cboe_vix,oil_price,us_tr_10year,us_tr_2year,us_tr_5year_tips,ppic,indice_dolar,bovespa,emergentes,exportacoes,exp_preco,exp_quantum,imp_preco,imp_quantum,seguro desemprego,empregos,FGTS,INSS,juros_ex_ante
2008-01-01,127.58,142.61,2746426.0,13793.0,4701.0,8134.0,31856.0,5228.0,98.0,98.05,79.0,114.61,0.97,0.36,0.52,1.24,1.6,0.88,1.02,0.99,1.09,0.38,0.54,0.33,0.69,0.2,1.02,0.51,0.37,0.51,0.4,0.43,112.0,120.8,156.1,117.5,111.2,117.1,118.1,113.9,150.68,228636.0,10391.0,3429.0,242456.0,84.4,85.5,101.6,126944515.0,237490432.0,120700544.0,193738675.0,755191254.0,1601688950.0,1837638125.0,73038131.0,82.64,89.39,69.44,68.04,70.1,112.21,67.9,230533.0,185148.0,145339.0,42501.1,6120.5,187507.0,-5083.6,-0.5,-169588.02,1370024.09,1200436.07,-6.77,35.98,29.21,-93114.94,-20522.83,-3.39,66.8,1.7603,11.18,6.25,1.08,,20082.02593705,12.02,12.06476,0.4129692832764505,4.355,4.724545454545455,0.34130434782608693,0.27,0.2513636363636364,0.30142857142857143,0.3004545454545454,0.34523809523809523,0.3463636363636364,0.4068181818181818,0.4109090909090909,0.40136363636363637,0.40476190476190477,0.3595238095238095,25.816190476190474,92.97,3.74,2.48,0.86,181.0,75.90428597586495,59645.23809523809,34.12123035249256,122.172801624536,124.046311110553,92.9930701230786,114.477159619903,143.837406202782,16.0,94.0,28.0,318.0,7.662272727272726
2008-02-01,127.13,146.9,2776859.2,13967.0,4616.0,7959.0,31731.0,5190.0,103.45,102.18,86.49,121.93,0.0,0.15,0.19,0.64,-0.19,0.79,0.8,0.38,0.53,0.4,0.49,0.03,0.66,0.1,1.24,0.44,0.27,0.37,0.69,0.3,116.9,116.9,154.9,116.5,109.6,116.8,117.5,108.2,148.52,223890.0,12288.0,3036.0,239214.0,84.3,85.1,103.0,127222806.0,240438780.0,116264488.0,187697652.0,758572363.0,1618982555.0,1861261987.0,71433164.0,87.11,90.91,67.62,66.62,73.49,110.55,66.87,222772.0,177901.0,133921.0,41928.0,832.5,192902.0,-2376.4,-0.66,-163755.78,1379759.63,1216003.85,-6.47,35.87,29.4,-95332.25,-7804.02,-3.43,66.21,1.6833,11.18,6.25,0.52,259.0,12747.42908532,11.92,11.9780642857143,0.4184083044982699,4.294473684210526,4.607105263157894,0.29388888888888887,0.25105263157894736,0.3005263157894737,0.31526315789473686,0.35,0.35,0.4189473684210526,0.40789473684210525,0.4010526315789474,0.4361111111111111,0.3711111111111111,0.3223809523809524,25.456,95.39,3.74,1.97,0.65,182.7,75.67050018310547,62536.26315789474,33.690296459197995,123.186799449971,125.522008512165,88.2834851039834,118.107978452847,136.090998601517,15.0,91.0,27.0,261.0,7.62921052631579
2008-03-01,126.41,147.72,2800895.2,14655.0,4528.0,7694.0,32119.0,5242.0,105.36,102.15,90.5,128.62,0.45,0.31,0.31,0.96,0.46,0.94,0.61,0.7,0.74,0.66,0.48,0.53,0.48,0.47,0.44,0.47,0.39,0.39,0.36,0.51,114.5,118.8,150.6,116.0,109.3,117.2,118.1,110.4,148.39,251347.0,13671.0,3267.0,268285.0,83.5,85.5,107.1,130552166.0,242582015.0,117618217.0,187702397.0,780089115.0,1636587622.0,1882375451.0,70084180.0,84.04,91.01,69.7,67.64,72.95,112.18,68.66,253862.0,204083.0,148365.0,42455.0,3228.4,195232.0,-4695.3,-0.96,-170202.3,1374575.49,1204373.19,-6.66,35.31,28.65,-101723.71,-13192.51,-3.63,67.34,1.7491,11.18,6.25,0.8,,15323.70612264,12.33,12.3151064516129,0.3281314878892734,4.313000000000001,4.6585,0.294,0.3157894736842105,0.3095,0.34789473684210526,0.35157894736842105,0.3975,0.4036842105263158,0.4,0.428421052631579,0.386,0.33190476190476187,0.3042105263157895,27.103500000000004,105.45,3.51,1.62,0.23,187.9,72.45350036621093,61541.8,32.57483205795288,124.055456499788,127.660890239003,85.9927967230668,123.561994798023,127.427831233682,23.0,107.0,33.0,275.0,8.02675
2008-04-01,128.02,148.56,2835166.3,14525.0,4467.0,7755.0,31953.0,5206.0,105.34,100.4,98.47,125.72,0.72,0.38,0.54,0.65,0.08,1.77,0.45,1.12,0.69,0.87,0.55,1.04,0.72,0.15,0.43,0.55,0.48,0.41,0.53,0.77,120.7,119.0,158.7,115.3,109.8,117.2,117.8,109.8,148.97,266123.0,13516.0,3655.0,283294.0,83.9,85.2,110.8,128796138.0,242699018.0,120003337.0,190959053.0,815392374.0,1675853648.0,1921808985.0,70955716.0,90.51,93.07,69.26,67.94,75.8,114.45,69.07,279071.0,229699.0,149626.0,43575.2,4695.9,195767.0,-3459.4,-1.26,-165744.85,1379631.1,1213886.26,-6.4,35.0,28.6,-102347.32,-19794.25,-3.61,66.91,1.6872,11.37,6.25,1.3,273.0,18013.24956285,12.89,12.8873666666667,0.3071134020618556,4.428809523809524,4.855238095238095,0.3585,0.3252380952380952,0.355,0.387,0.39666666666666667,0.4033333333333334,0.40523809523809523,0.45952380952380956,0.3895,0.34454545454545454,0.3223809523809524,0.31333333333333335,21.562727272727273,112.58,3.68,2.05,0.62,190.9,72.11681851473722,64236.142857142855,34.73927809975364,127.728944527155,130.764705621224,93.5546476974215,126.631932077813,131.381021299992,15.0,78.0,27.0,144.0,8.488095238095239
2008-05-01,129.39,147.36,2863373.4,14791.0,4484.0,7934.0,32300.0,5091.0,106.03,99.51,109.37,120.39,0.87,0.44,1.23,2.01,2.47,2.13,1.52,1.88,1.61,2.02,0.79,1.37,1.02,0.26,0.69,0.7,0.5,0.52,0.68,0.86,116.6,120.0,155.7,116.1,112.9,117.9,118.3,112.2,146.83,258010.0,12954.0,3578.0,274542.0,83.6,84.6,111.5,137650857.0,245170731.0,115492925.0,187522192.0,846322011.0,1706968916.0,1958889483.0,72029267.0,86.52,95.24,70.37,68.74,76.16,120.22,69.89,254773.0,211972.0,147429.0,44731.6,1852.3,197906.0,-1374.6,-1.28,-159624.38,1391643.77,1232019.4,-6.1,34.99,28.88,-102965.22,-8523.91,-3.6,65.47,1.6294,11.63,6.25,2.22,207.0,13155.08742123,13.72,13.7202689655172,0.2880622837370242,4.704,6.09825,0.4655,0.418,0.41450000000000004,0.4415,0.4278947368421052,0.4385,0.47421052631578947,0.40789473684210525,0.37772727272727274,0.34421052631578947,0.321,0.3457894736842105,18.303333333333335,125.4,3.88,2.45,0.79,196.6,72.91238076346261,71209.75,36.48645818801153,130.088803964966,137.024231623907,122.993989631265,128.812111955953,159.042496297541,18.0,78.0,29.0,111.0,9.06175
2008-06-01,130.48,142.59,2899765.6,14781.0,4512.0,7621.0,31743.0,4829.0,107.75,101.57,118.47,112.06,0.77,0.44,0.96,2.27,3.88,1.69,1.96,1.89,1.98,1.92,0.74,1.19,0.96,0.22,0.75,0.64,0.49,0.46,0.55,0.67,121.2,122.5,157.1,117.7,113.8,119.8,119.8,113.4,148.49,273983.0,14691.0,3748.0,292422.0,83.9,84.8,112.8,133856702.0,248087169.0,117807002.0,190551872.0,870906826.0,1721026840.0,1977271695.0,72744870.0,91.8,96.19,69.77,68.29,73.87,113.38,70.04,278951.0,223242.0,151144.0,37728.8,3418.2,200827.0,-3280.0,-1.46,-157300.7,1400943.55,1243642.84,-5.94,34.68,28.74,-104976.58,-10376.93,-3.62,63.34,1.5919,12.09,6.25,2.29,,16042.93033418,14.14,14.13145,0.27398625429553264,5.1292857142857144,6.833333333333333,0.5905,0.48950000000000005,0.48428571428571426,0.4585,0.4671428571428572,0.49350000000000005,0.4385,0.4,0.385,0.3504761904761905,0.383,0.3938095238095238,22.11047619047619,133.88,4.1,2.77,0.97,200.5,73.17952364966983,67235.42857142857,34.32062258039202,132.823162508718,146.103741483699,110.523914107286,136.279929579222,156.705906759648,24.0,97.0,39.0,145.0,9.052380952380954
2008-07-01,130.55,131.23,2940137.0,15154.0,4552.0,7654.0,32150.0,4791.0,104.94,100.35,108.58,113.02,0.53,0.3,0.45,2.2,1.14,1.34,2.0,1.12,1.76,1.46,0.53,0.48,0.5,0.6,0.52,0.54,0.36,0.49,0.39,0.47,127.6,120.7,159.6,119.0,115.4,120.1,120.2,112.0,157.79,286009.0,15547.0,3828.0,305384.0,84.2,85.4,116.0,132545551.0,251930707.0,116080696.0,189986585.0,919095072.0,1764903833.0,2017769516.0,73905889.0,94.26,97.61,69.84,68.25,76.18,112.66,70.35,302426.0,252167.0,155913.0,37625.3,3908.2,203562.0,-3587.6,-1.56,-147718.59,1404378.35,1256659.75,-5.52,34.11,28.58,-109473.23,-10775.71,-3.72,63.23,1.5666,12.36,6.25,1.28,232.0,17602.04652218,14.57,14.604864516129,0.3493877551020408,5.44695652173913,7.277826086956521,0.5977272727272728,0.5539130434782609,0.5054545454545455,0.5204347826086957,0.5243478260869565,0.44304347826086954,0.42695652173913046,0.4017391304347826,0.3995652173913044,0.39999999999999997,0.4091304347826087,0.44090909090909086,24.32227272727273,133.37,4.01,2.57,0.84,205.5,72.53727236661044,59770.09090909091,31.822396711869672,137.636895988062,153.101298097924,116.340305978692,140.445210156256,163.819956809196,19.0,87.0,29.0,118.0,9.135217391304348
2008-08-01,130.95,137.05,2974782.1,15412.0,4737.0,7881.0,33014.0,4984.0,97.28,95.88,93.53,102.75,0.14,0.3,0.38,-0.74,-5.09,0.86,0.38,-0.38,-0.32,1.18,0.28,0.19,0.25,0.35,0.31,0.48,0.36,0.48,0.5,0.58,122.1,120.3,154.6,115.9,116.5,118.9,118.4,111.3,150.8,279761.0,16233.0,3562.0,299556.0,83.3,85.2,115.3,135996205.0,255225913.0,114912688.0,190995678.0,964017755.0,1801310760.0,2054588149.0,76082990.0,80.71,97.09,70.49,68.83,75.81,113.63,70.85,262730.0,210069.0,147370.0,40520.6,5283.2,205116.0,-1727.3,-1.68,-157144.91,1407284.45,1250139.55,-5.81,33.65,27.85,-112119.39,-9786.46,-3.77,63.31,1.6344,12.92,6.25,-0.8,228.0,13833.57936712,14.57,14.6445612903226,0.32040955631399315,5.256904761904762,5.740714285714286,0.5157142857142857,0.5123809523809524,0.5676190476190476,0.51,0.45,0.4056521739130435,0.40049999999999997,0.4,0.4,0.43952380952380954,0.437,0.4495,20.695714285714285,116.67,3.89,2.42,1.15,199.0,76.0614278884161,55456.04761904762,29.874872570946103,141.367356542916,158.109004851346,108.315156160379,140.463132295193,167.097988381862,25.0,112.0,38.0,151.0,9.263809523809524
2008-09-01,130.54,141.28,3020522.3,15180.0,4864.0,7816.0,32964.0,5104.0,102.22,102.73,94.03,105.41,-0.09,0.22,0.38,0.04,-0.46,0.77,-0.42,0.36,0.11,0.95,0.26,0.22,0.3,0.17,0.37,0.51,0.45,0.53,0.62,0.72,132.9,123.4,166.9,115.6,114.9,120.4,120.9,113.9,149.25,266894.0,16268.0,3448.0,286610.0,84.0,84.6,117.0,137266859.0,258397675.0,121931736.0,199382244.0,1003158652.0,1825938710.0,2082000869.0,77450507.0,94.75,97.35,70.87,69.39,78.69,115.56,71.63,279700.0,231385.0,162011.0,45045.6,6393.8,206494.0,-3322.1,-1.85,-200442.73,1407415.16,1206972.42,-7.27,33.17,25.9,-116302.59,-6860.18,-3.85,68.54,1.9143,13.39,6.25,0.44,240.0,14320.29578608,14.65,14.7413,0.30218430034129695,5.130454545454546,5.53590909090909,0.5,0.545909090909091,0.52,0.4247619047619048,0.405,0.4,0.4,0.4,0.4218181818181818,0.42666666666666664,0.4395454545454545,0.4290909090909091,30.297619047619047,104.11,3.69,2.08,1.55,196.9,78.26428513299851,50594.545454545456,26.216752370198567,139.858699705433,153.777736496894,108.077023816805,137.71224547449,168.404172782741,17.0,86.0,32.0,104.0,9.480681818181818
2008-10-01,128.14,140.46,3059757.6,15386.0,4907.0,8120.0,33674.0,5261.0,102.97,104.17,96.42,100.62,0.47,0.31,0.5,1.24,-0.02,1.86,0.78,1.09,0.98,0.77,0.45,0.62,0.54,0.24,0.46,0.45,0.37,0.44,0.51,0.66,133.1,119.0,149.8,111.8,114.7,116.7,115.8,112.8,141.26,259151.0,17690.0,3337.0,280178.0,83.3,83.9,118.4,134284669.0,259940515.0,114710960.0,193650031.0,1027541803.0,1833678890.0,2087059318.0,78939071.0,77.77,95.94,71.22,69.58,77.69,107.93,71.17,256043.0,204658.0,156782.0,45486.6,4229.0,197229.0,-1745.5,-1.93,-236087.86,1408088.09,1172000.25,-8.43,32.7,24.27,-121798.13,-17865.81,-3.98,75.92,2.1153,13.66,6.25,1.36,337.0,18167.72565008,14.92,14.8981580645161,0.35346938775510206,5.185869565217391,6.130217391304348,0.59,0.58,0.45652173913043476,0.41291666666666665,0.4036363636363637,0.40739130434782606,0.41956521739130437,0.44086956521739135,0.43826086956521737,0.43863636363636366,0.44739130434782615,0.4531818181818182,61.17739130434782,76.61,3.81,1.61,2.75,186.4,83.11173944887908,38142.82608695652,18.853348068569016,138.771356939847,149.867569147115,106.841021562938,132.091237551945,174.501758219324,18.0,90.0,28.0,104.0,9.717608695652174
2008-11-01,124.93,133.85,3088601.5,14773.0,4898.0,8238.0,33410.0,5501.0,98.88,101.91,88.36,93.74,0.56,0.45,0.39,0.3,-0.64,-0.01,0.73,0.07,0.38,0.5,0.36,0.6,0.44,0.18,0.28,0.31,0.35,0.3,0.36,0.52,116.9,113.0,109.6,106.8,103.7,109.9,110.8,112.0,119.01,170264.0,14687.0,2423.0,187374.0,81.8,83.1,109.8,132482183.0,264128859.0,119894037.0,201858589.0,1048357196.0,1868278256.0,2127012844.0,81964552.0,64.91,94.64,71.77,70.04,71.18,103.37,70.37,191825.0,151440.0,142181.0,44219.5,2742.4,194668.0,-1481.8,-1.92,-274709.61,1416089.72,1141380.13,-9.67,32.49,22.82,-113879.32,967.15,-3.69,74.57,2.3331,13.64,6.25,-0.17,,13987.4618806,14.91,15.13795,0.40261168384879725,5.412,6.3505,0.6144999999999999,0.49368421052631584,0.43380952380952376,0.4085,0.40750000000000003,0.43105263157894735,0.44400000000000006,0.45,0.44263157894736843,0.45099999999999996,0.4663157894736842,0.49450000000000005,62.66894736842105,57.31,3.53,1.21,3.69,176.8,86.43210561651932,35908.42105263158,16.791423948187578,131.679679156983,138.547614058441,88.425154120073,127.989367958207,137.870749197649,23.0,95.0,37.0,173.0,9.51225
2008-12-01,121.66,128.66,3109803.1,13417.0,4813.0,7943.0,31559.0,5386.0,97.98,105.39,79.93,85.55,0.52,0.34,0.16,-0.42,-1.3,-0.73,0.03,-0.44,-0.13,0.17,0.28,0.17,0.28,0.29,0.37,0.3,0.33,0.4,0.33,0.65,95.7,103.2,95.0,95.5,87.6,97.6,99.1,104.8,87.99,84602.0,5821.0,891.0,91314.0,79.9,78.7,93.6,129044586.0,271156743.0,134985099.0,227166817.0,1086785083.0,1894808837.0,2165026979.0,92181718.0,74.85,93.38,72.88,71.12,72.17,97.52,70.47,201098.0,163438.0,162023.0,50716.4,8011.9,193783.0,-3468.1,-2.1,-270546.33,1438784.68,1168238.34,-9.48,32.9,23.42,-103583.68,20951.78,-3.33,78.27,2.337,13.66,6.25,-0.88,530.0,18479.52125582,12.91,13.06614,0.47040540540540543,5.150681818181818,5.407727272727272,0.45571428571428574,0.42291666666666666,0.4019047619047619,0.4113636363636364,0.4442857142857143,0.44727272727272727,0.4471428571428572,0.43238095238095237,0.4454545454545455,0.45045454545454544,0.49090909090909096,0.4990909090909091,52.35590909090909,41.12,2.42,0.82,1.76,170.9,83.10499988902698,37557.75,17.76022958755493,128.585188346663,127.170252252409,94.0194433253335,120.731919556726,128.830422884049,18.0,64.0,29.0,103.0,7.739318181818182
2009-01-01,121.37,125.16,3121758.8,11924.0,4770.0,8605.0,30667.0,5368.0,96.97,106.54,71.49,85.71,0.83,0.35,0.46,-0.95,2.07,-1.16,-0.85,0.01,-0.44,0.33,0.48,0.0,0.37,0.75,0.71,0.4,0.42,0.47,0.27,0.58,100.8,105.9,119.1,96.6,90.2,99.7,101.0,103.8,83.24,170766.0,7224.0,2252.0,180242.0,79.0,77.4,93.0,133727684.0,272499566.0,116952314.0,199815307.0,1068177739.0,1896403733.0,2167907278.0,82862993.0,83.34,92.52,72.63,70.86,72.98,108.46,70.84,176538.0,158826.0,133565.0,46522.1,1926.2,188102.0,-3727.7,-2.05,-257153.21,1445088.18,1187934.97,-9.0,33.02,24.02,-90273.18,-7212.33,-2.89,72.97,2.3162,13.32,6.25,-0.33,,21053.10803602,11.5,11.67089,0.48540540540540544,4.841666666666667,4.898333333333333,0.3613636363636364,0.3576190476190476,0.39809523809523817,0.4375,0.4319047619047619,0.42238095238095236,0.4261904761904762,0.4480952380952381,0.45099999999999996,0.49523809523809526,0.45949999999999996,0.41500000000000004,44.683,41.71,2.52,0.81,1.59,171.2,84.12249946594238,39568.28571428572,17.760242557525636,119.546349272167,120.993704490739,69.4657666623739,120.228502896548,115.180644006231,24.0,137.0,39.0,159.0,6.6971428571428575
2009-02-01,122.4,134.12,3132276.3,12337.0,4566.0,8149.0,30495.0,5443.0,93.49,103.6,64.43,84.97,0.21,0.33,0.27,0.2,-0.36,-0.29,0.54,-0.13,0.26,0.27,0.55,-0.09,0.67,0.28,1.36,0.48,0.29,0.48,0.88,0.46,93.3,108.8,128.1,99.3,94.1,102.1,102.8,104.4,95.54,187116.0,7163.0,2267.0,196546.0,78.9,77.2,94.1,137175360.0,274852749.0,116876546.0,198079554.0,1074117820.0,1911377234.0,2185998463.0,81203008.0,86.35,94.33,74.11,72.82,71.27,106.08,71.79,191436.0,168651.0,123270.0,47777.2,2087.6,186880.0,-854.1,-2.0,-262067.26,1453040.87,1190973.6,-9.17,33.17,24.0,-85853.05,-3383.89,-2.74,71.11,2.3784,12.66,6.25,-0.31,,11621.69588454,11.0,11.1104185185185,0.4935494880546076,4.684166666666666,5.178333333333333,0.3466666666666667,0.36277777777777775,0.4077777777777778,0.4361111111111111,0.4211764705882353,0.4441176470588235,0.44999999999999996,0.45176470588235296,0.49,0.45647058823529413,0.4035294117647059,0.3525,45.57052631578947,39.09,2.87,0.98,1.29,169.3,86.55263198049445,40174.27777777778,17.039619646574323,118.773114106851,116.678311548641,71.0587019469788,113.523152741711,94.5961551241477,33.0,117.0,36.0,147.0,6.363611111111111
2009-03-01,122.96,130.88,3153874.9,13049.0,4740.0,8490.0,31978.0,5698.0,91.32,101.46,59.76,85.71,0.61,0.39,0.4,-1.24,-2.37,-1.16,-0.31,-0.84,-0.74,-0.25,0.2,0.14,0.23,0.14,0.3,0.28,0.35,0.33,0.25,0.41,86.3,110.4,129.7,100.2,99.1,102.5,102.9,105.5,85.53,254365.0,9375.0,2422.0,266162.0,79.2,77.2,99.9,136680026.0,275496475.0,117318742.0,196166112.0,1073712242.0,1922395330.0,2201970399.0,78847370.0,91.26,95.01,73.48,72.24,69.36,104.01,71.57,262312.0,236175.0,155470.0,46205.3,1656.6,190388.0,-1830.2,-1.86,-259835.97,1459573.57,1199737.6,-9.01,33.17,24.17,-80808.81,-8148.27,-2.56,71.08,2.3152,11.7,6.25,-1.46,,15916.03690608,10.07,10.2431225806452,0.37856164383561647,4.318181818181818,4.659545454545455,0.3009090909090909,0.36714285714285716,0.4218181818181818,0.42857142857142855,0.4414285714285714,0.4518181818181818,0.4533333333333333,0.48000000000000004,0.4581818181818182,0.3813636363636364,0.3522727272727273,0.3090909090909091,44.79545454545455,47.94,2.82,0.93,1.23,168.1,86.45818224820223,39484.77272727273,17.437478585676715,116.847879662004,116.38009857659,87.163499585019,113.245647453541,120.751326464497,44.0,159.0,52.0,199.0,5.735
