"";"TIPO";"TIPO_INDICE";"CO_ANO";"CO_MES";"NO_CLASSIFICACAO";"INDICE"
"465";"EXP_DESSAZONALIZADA";"QUANTUM";2017;10;"TOTAL";127,332872339834
"466";"IMP";"QUANTUM";2017;10;"TOTAL";175,500311933275
"467";"IMP";"PRECO";2017;10;"TOTAL";109,486877612267
"468";"IMP_DESSAZONALIZADA";"QUANTUM";2017;10;"TOTAL";171,761291223554
"469";"TERMOS_DE_TROCA";"PRECO";2017;10;"TOTAL";117,393077379578
"470";"EXP";"PRECO";2017;9;"TOTAL";125,180484288808
"471";"EXP";"QUANTUM";2017;9;"TOTAL";126,304894989401
"472";"EXP_DESSAZONALIZADA";"QUANTUM";2017;9;"TOTAL";130,983106528917
"473";"IMP";"QUANTUM";2017;9;"TOTAL";173,951984431448
"474";"IMP";"PRECO";2017;9;"TOTAL";107,884977348163
"475";"IMP_DESSAZONALIZADA";"QUANTUM";2017;9;"TOTAL";181,85573407137
"476";"TERMOS_DE_TROCA";"PRECO";2017;9;"TOTAL";116,031432147248
"477";"EXP";"PRECO";2017;8;"TOTAL";121,005040714946
"478";"EXP";"QUANTUM";2017;8;"TOTAL";138,062471170433
"479";"EXP_DESSAZONALIZADA";"QUANTUM";2017;8;"TOTAL";131,63031308527
"480";"IMP";"QUANTUM";2017;8;"TOTAL";177,928268679451
"481";"IMP";"PRECO";2017;8;"TOTAL";109,602451566221
"482";"IMP_DESSAZONALIZADA";"QUANTUM";2017;8;"TOTAL";166,744295553573
"483";"TERMOS_DE_TROCA";"PRECO";2017;8;"TOTAL";110,403589505328
"484";"EXP";"PRECO";2017;7;"TOTAL";120,548234674403
"485";"EXP";"QUANTUM";2017;7;"TOTAL";127,342960581645
"486";"EXP_DESSAZONALIZADA";"QUANTUM";2017;7;"TOTAL";126,110142392259
"487";"IMP";"QUANTUM";2017;7;"TOTAL";160,342909919616
"488";"IMP";"PRECO";2017;7;"TOTAL";108,603845504215
"489";"IMP_DESSAZONALIZADA";"QUANTUM";2017;7;"TOTAL";164,134200185101
"490";"TERMOS_DE_TROCA";"PRECO";2017;7;"TOTAL";110,998127289815
"491";"EXP";"PRECO";2017;6;"TOTAL";123,059168960597
"492";"EXP";"QUANTUM";2017;6;"TOTAL";138,078126496185
"493";"EXP_DESSAZONALIZADA";"QUANTUM";2017;6;"TOTAL";132,525256630424
"494";"IMP";"QUANTUM";2017;6;"TOTAL";160,181045387034
"495";"IMP";"PRECO";2017;6;"TOTAL";110,143544759093
"496";"IMP_DESSAZONALIZADA";"QUANTUM";2017;6;"TOTAL";165,35036694829
"497";"TERMOS_DE_TROCA";"PRECO";2017;6;"TOTAL";111,726174447856
"498";"EXP";"PRECO";2017;5;"TOTAL";124,757618462658
"499";"EXP";"QUANTUM";2017;5;"TOTAL";137,292811305786
"500";"EXP_DESSAZONALIZADA";"QUANTUM";2017;5;"TOTAL";125,259248357918
"501";"IMP";"QUANTUM";2017;5;"TOTAL";153,25039406274
"502";"IMP";"PRECO";2017;5;"TOTAL";111,09422857213
"503";"IMP_DESSAZONALIZADA";"QUANTUM";2017;5;"TOTAL";157,521394710124
"504";"TERMOS_DE_TROCA";"PRECO";2017;5;"TOTAL";112,298919634387
"505";"EXP";"PRECO";2017;4;"TOTAL";129,244945961929
"506";"EXP";"QUANTUM";2017;4;"TOTAL";116,873062313269
"507";"EXP_DESSAZONALIZADA";"QUANTUM";2017;4;"TOTAL";127,070709185861
"508";"IMP";"QUANTUM";2017;4;"TOTAL";135,876451149226
"509";"IMP";"PRECO";2017;4;"TOTAL";110,762269389952
"510";"IMP_DESSAZONALIZADA";"QUANTUM";2017;4;"TOTAL";165,309068063491
"511";"TERMOS_DE_TROCA";"PRECO";2017;4;"TOTAL";116,68679837798
"512";"EXP";"PRECO";2017;3;"TOTAL";130,822407711687
"513";"EXP";"QUANTUM";2017;3;"TOTAL";131,277622380192
"514";"EXP_DESSAZONALIZADA";"QUANTUM";2017;3;"TOTAL";121,527162879499
"515";"IMP";"QUANTUM";2017;3;"TOTAL";161,045260663149
"516";"IMP";"PRECO";2017;3;"TOTAL";109,666867168702
"517";"IMP_DESSAZONALIZADA";"QUANTUM";2017;3;"TOTAL";154,197376198989
"518";"TERMOS_DE_TROCA";"PRECO";2017;3;"TOTAL";119,290731183595
"519";"EXP";"PRECO";2017;2;"TOTAL";128,623585903913
"520";"EXP";"QUANTUM";2017;2;"TOTAL";103,164534928844
"521";"EXP_DESSAZONALIZADA";"QUANTUM";2017;2;"TOTAL";129,822015254829
"522";"IMP";"QUANTUM";2017;2;"TOTAL";132,898226754763
"523";"IMP";"PRECO";2017;2;"TOTAL";109,251437092221
"524";"IMP_DESSAZONALIZADA";"QUANTUM";2017;2;"TOTAL";153,988901362117
"525";"TERMOS_DE_TROCA";"PRECO";2017;2;"TOTAL";117,731710746596
"526";"EXP";"PRECO";2017;1;"TOTAL";128,327397740272
"527";"EXP";"QUANTUM";2017;1;"TOTAL";100,417781453243
"528";"EXP_DESSAZONALIZADA";"QUANTUM";2017;1;"TOTAL";118,470427551133
"529";"IMP";"QUANTUM";2017;1;"TOTAL";155,559410962569
"530";"IMP";"PRECO";2017;1;"TOTAL";104,60150617502
"531";"IMP_DESSAZONALIZADA";"QUANTUM";2017;1;"TOTAL";155,544983078931
"532";"TERMOS_DE_TROCA";"PRECO";2017;1;"TOTAL";122,682170107144
"533";"EXP";"PRECO";2016;12;"TOTAL";124,324649931824
"534";"EXP";"QUANTUM";2016;12;"TOTAL";109,215228446004
"535";"EXP_DESSAZONALIZADA";"QUANTUM";2016;12;"TOTAL";110,169191703264
"536";"IMP";"QUANTUM";2016;12;"TOTAL";141,786503975625
"537";"IMP";"PRECO";2016;12;"TOTAL";106,614291363249
"538";"IMP_DESSAZONALIZADA";"QUANTUM";2016;12;"TOTAL";150,630055610274
"539";"TERMOS_DE_TROCA";"PRECO";2016;12;"TOTAL";116,611617769173
"540";"EXP";"PRECO";2016;11;"TOTAL";122,1986561023
"541";"EXP";"QUANTUM";2016;11;"TOTAL";100,87315141943
"542";"EXP_DESSAZONALIZADA";"QUANTUM";2016;11;"TOTAL";112,334575668187
"543";"IMP";"QUANTUM";2016;11;"TOTAL";145,104398691666
"544";"IMP";"PRECO";2016;11;"TOTAL";105,37823811991
"545";"IMP_DESSAZONALIZADA";"QUANTUM";2016;11;"TOTAL";150,20939649371
"546";"TERMOS_DE_TROCA";"PRECO";2016;11;"TOTAL";115,961946491504
"547";"EXP";"PRECO";2016;10;"TOTAL";120,399997522459
"548";"EXP";"QUANTUM";2016;10;"TOTAL";97,5951294490091
"549";"EXP_DESSAZONALIZADA";"QUANTUM";2016;10;"TOTAL";106,107564367535
"550";"IMP";"QUANTUM";2016;10;"TOTAL";141,22839024777
"551";"IMP";"PRECO";2016;10;"TOTAL";106,269021233569
"552";"IMP_DESSAZONALIZADA";"QUANTUM";2016;10;"TOTAL";150,938579893762
"553";"TERMOS_DE_TROCA";"PRECO";2016;10;"TOTAL";113,29736185095
"554";"EXP";"PRECO";2016;9;"TOTAL";120,266565962167
"555";"EXP";"QUANTUM";2016;9;"TOTAL";112,782049473991
"556";"EXP_DESSAZONALIZADA";"QUANTUM";2016;9;"TOTAL";112,781326574794
"557";"IMP";"QUANTUM";2016;9;"TOTAL";151,058664847689
"558";"IMP";"PRECO";2016;9;"TOTAL";105,063334809329
"559";"IMP_DESSAZONALIZADA";"QUANTUM";2016;9;"TOTAL";151,597178945579
"560";"TERMOS_DE_TROCA";"PRECO";2016;9;"TOTAL";114,470539299395
"561";"EXP";"PRECO";2016;8;"TOTAL";120,423300607699
"562";"EXP";"QUANTUM";2016;8;"TOTAL";120,234452295384
"563";"EXP_DESSAZONALIZADA";"QUANTUM";2016;8;"TOTAL";113,605189332434
"564";"IMP";"QUANTUM";2016;8;"TOTAL";164,469557142102
"565";"IMP";"PRECO";2016;8;"TOTAL";106,258794421056
"566";"IMP_DESSAZONALIZADA";"QUANTUM";2016;8;"TOTAL";154,584507141584
"567";"TERMOS_DE_TROCA";"PRECO";2016;8;"TOTAL";113,330196586379
"568";"EXP";"PRECO";2016;7;"TOTAL";116,858362105852
"569";"EXP";"QUANTUM";2016;7;"TOTAL";113,504033848357
"570";"EXP_DESSAZONALIZADA";"QUANTUM";2016;7;"TOTAL";111,992253992954
"571";"IMP";"QUANTUM";2016;7;"TOTAL";148,199793302121
"572";"IMP";"PRECO";2016;7;"TOTAL";104,927066431903
"573";"IMP_DESSAZONALIZADA";"QUANTUM";2016;7;"TOTAL";150,818510174389
"574";"TERMOS_DE_TROCA";"PRECO";2016;7;"TOTAL";111,371037121001
"575";"EXP";"PRECO";2016;6;"TOTAL";115,225133922585
"576";"EXP";"QUANTUM";2016;6;"TOTAL";125,034057113002
"577";"EXP_DESSAZONALIZADA";"QUANTUM";2016;6;"TOTAL";115,57490370287
"578";"IMP";"QUANTUM";2016;6;"TOTAL";156,951904801929
"579";"IMP";"PRECO";2016;6;"TOTAL";102,909355374939
"580";"IMP_DESSAZONALIZADA";"QUANTUM";2016;6;"TOTAL";154,322202378512
"581";"TERMOS_DE_TROCA";"PRECO";2016;6;"TOTAL";111,967598575246
"582";"EXP";"PRECO";2016;5;"TOTAL";112,816977472291
"583";"EXP";"QUANTUM";2016;5;"TOTAL";127,666886716038
"584";"EXP_DESSAZONALIZADA";"QUANTUM";2016;5;"TOTAL";120,282169011634
"585";"IMP";"QUANTUM";2016;5;"TOTAL";142,064126183283
"586";"IMP";"PRECO";2016;5;"TOTAL";103,213873727707
"587";"IMP_DESSAZONALIZADA";"QUANTUM";2016;5;"TOTAL";150,962831069191
"588";"TERMOS_DE_TROCA";"PRECO";2016;5;"TOTAL";109,304082288316
"589";"EXP";"PRECO";2016;4;"TOTAL";107,699141431207
"590";"EXP";"QUANTUM";2016;4;"TOTAL";121,279769196498
"591";"EXP_DESSAZONALIZADA";"QUANTUM";2016;4;"TOTAL";123,086935943935
"592";"IMP";"QUANTUM";2016;4;"TOTAL";129,424622898879
"593";"IMP";"PRECO";2016;4;"TOTAL";107,308398482709
"594";"IMP_DESSAZONALIZADA";"QUANTUM";2016;4;"TOTAL";142,924377795568
"595";"TERMOS_DE_TROCA";"PRECO";2016;4;"TOTAL";100,364130817366
"596";"EXP";"PRECO";2016;3;"TOTAL";105,238436163194
"597";"EXP";"QUANTUM";2016;3;"TOTAL";130,170504151267
"598";"EXP_DESSAZONALIZADA";"QUANTUM";2016;3;"TOTAL";125,586858659288
"599";"IMP";"QUANTUM";2016;3;"TOTAL";146,176532225698
"600";"IMP";"PRECO";2016;3;"TOTAL";105,00050970704
"601";"IMP_DESSAZONALIZADA";"QUANTUM";2016;3;"TOTAL";146,977858122848
"602";"TERMOS_DE_TROCA";"PRECO";2016;3;"TOTAL";100,226595524933
"603";"EXP";"PRECO";2016;2;"TOTAL";105,478248623866
"604";"EXP";"QUANTUM";2016;2;"TOTAL";107,419376306823
"605";"EXP_DESSAZONALIZADA";"QUANTUM";2016;2;"TOTAL";135,703158258793
"606";"IMP";"QUANTUM";2016;2;"TOTAL";127,730664189911
"607";"IMP";"PRECO";2016;2;"TOTAL";106,466967111286
"608";"IMP_DESSAZONALIZADA";"QUANTUM";2016;2;"TOTAL";147,584995551413
"609";"TERMOS_DE_TROCA";"PRECO";2016;2;"TOTAL";99,0713377921373
"610";"EXP";"PRECO";2016;1;"TOTAL";108,261108755334
"611";"EXP";"QUANTUM";2016;1;"TOTAL";88,5410648524291
"612";"EXP_DESSAZONALIZADA";"QUANTUM";2016;1;"TOTAL";112,364609220446
"613";"IMP";"QUANTUM";2016;1;"TOTAL";119,069134798547
"614";"IMP";"PRECO";2016;1;"TOTAL";108,035327551476
"615";"IMP_DESSAZONALIZADA";"QUANTUM";2016;1;"TOTAL";130,960021849382
"616";"TERMOS_DE_TROCA";"PRECO";2016;1;"TOTAL";100,208988308709
"617";"EXP";"PRECO";2015;12;"TOTAL";112,164962275572
"618";"EXP";"QUANTUM";2015;12;"TOTAL";119,905976907455
"619";"EXP_DESSAZONALIZADA";"QUANTUM";2015;12;"TOTAL";120,879228982072
"620";"IMP";"QUANTUM";2015;12;"TOTAL";124,710079894821
"621";"IMP";"PRECO";2015;12;"TOTAL";110,126504443991
"622";"IMP_DESSAZONALIZADA";"QUANTUM";2015;12;"TOTAL";132,38249327808
"623";"TERMOS_DE_TROCA";"PRECO";2015;12;"TOTAL";101,851014741522
"624";"EXP";"PRECO";2015;11;"TOTAL";117,065424861165
"625";"EXP";"QUANTUM";2015;11;"TOTAL";100,342798061048
"626";"EXP_DESSAZONALIZADA";"QUANTUM";2015;11;"TOTAL";111,353788443094
"627";"IMP";"QUANTUM";2015;11;"TOTAL";150,83183321681
"628";"IMP";"PRECO";2015;11;"TOTAL";110,511029567898
"629";"IMP_DESSAZONALIZADA";"QUANTUM";2015;11;"TOTAL";155,731025352506
"630";"TERMOS_DE_TROCA";"PRECO";2015;11;"TOTAL";105,93098744885
"631";"EXP";"PRECO";2015;10;"TOTAL";116,932412782186
"632";"EXP";"QUANTUM";2015;10;"TOTAL";116,007823773222
"633";"EXP_DESSAZONALIZADA";"QUANTUM";2015;10;"TOTAL";121,996544894714
"634";"IMP";"QUANTUM";2015;10;"TOTAL";164,818501855754
"635";"IMP";"PRECO";2015;10;"TOTAL";113,043470598436
"636";"IMP_DESSAZONALIZADA";"QUANTUM";2015;10;"TOTAL";168,583405085826
"637";"TERMOS_DE_TROCA";"PRECO";2015;10;"TOTAL";103,440218318814
"638";"EXP";"PRECO";2015;9;"TOTAL";118,50528743498
"639";"EXP";"QUANTUM";2015;9;"TOTAL";112,995325930757
"640";"EXP_DESSAZONALIZADA";"QUANTUM";2015;9;"TOTAL";112,357183680321
"641";"IMP";"QUANTUM";2015;9;"TOTAL";153,788567941477
"642";"IMP";"PRECO";2015;9;"TOTAL";114,105365351759
"643";"IMP_DESSAZONALIZADA";"QUANTUM";2015;9;"TOTAL";154,320298187504
"644";"TERMOS_DE_TROCA";"PRECO";2015;9;"TOTAL";103,856016822397
"645";"EXP";"PRECO";2015;8;"TOTAL";121,044127668598
"646";"EXP";"QUANTUM";2015;8;"TOTAL";109,777043431364
"647";"EXP_DESSAZONALIZADA";"QUANTUM";2015;8;"TOTAL";109,781226733098
"648";"IMP";"QUANTUM";2015;8;"TOTAL";145,153652957193
"649";"IMP";"PRECO";2015;8;"TOTAL";115,772137407884
"650";"IMP_DESSAZONALIZADA";"QUANTUM";2015;8;"TOTAL";149,674574716618
"651";"TERMOS_DE_TROCA";"PRECO";2015;8;"TOTAL";104,553764298347
"652";"EXP";"PRECO";2015;7;"TOTAL";124,655714726015
"653";"EXP";"QUANTUM";2015;7;"TOTAL";127,440300241273
"654";"EXP_DESSAZONALIZADA";"QUANTUM";2015;7;"TOTAL";116,963690658729
"655";"IMP";"QUANTUM";2015;7;"TOTAL";177,209248713874
"656";"IMP";"PRECO";2015;7;"TOTAL";116,759320147404
"657";"IMP_DESSAZONALIZADA";"QUANTUM";2015;7;"TOTAL";165,250362765585
"658";"TERMOS_DE_TROCA";"PRECO";2015;7;"TOTAL";106,762967246334
"659";"EXP";"PRECO";2015;6;"TOTAL";124,343623138696
"660";"EXP";"QUANTUM";2015;6;"TOTAL";130,644603777888
"661";"EXP_DESSAZONALIZADA";"QUANTUM";2015;6;"TOTAL";125,250343979167
"662";"IMP";"QUANTUM";2015;6;"TOTAL";171,050909163205
"663";"IMP";"PRECO";2015;6;"TOTAL";117,065448836157
"664";"IMP_DESSAZONALIZADA";"QUANTUM";2015;6;"TOTAL";176,065303299824
"665";"TERMOS_DE_TROCA";"PRECO";2015;6;"TOTAL";106,217183955554
"666";"EXP";"PRECO";2015;5;"TOTAL";124,362373411735
"667";"EXP";"QUANTUM";2015;5;"TOTAL";116,125358708144
"668";"EXP_DESSAZONALIZADA";"QUANTUM";2015;5;"TOTAL";112,865263022082
"669";"IMP";"QUANTUM";2015;5;"TOTAL";157,386446413846
"670";"IMP";"PRECO";2015;5;"TOTAL";117,687536498363
"671";"IMP_DESSAZONALIZADA";"QUANTUM";2015;5;"TOTAL";172,039453386058
"672";"TERMOS_DE_TROCA";"PRECO";2015;5;"TOTAL";105,671659983693
"673";"EXP";"PRECO";2015;4;"TOTAL";124,897290949446
"674";"EXP";"QUANTUM";2015;4;"TOTAL";103,828057313816
"675";"EXP_DESSAZONALIZADA";"QUANTUM";2015;4;"TOTAL";105,830037496846
"676";"IMP";"QUANTUM";2015;4;"TOTAL";163,915409815545
"677";"IMP";"PRECO";2015;4;"TOTAL";119,365756875747
"678";"IMP_DESSAZONALIZADA";"QUANTUM";2015;4;"TOTAL";178,995141830753
"679";"TERMOS_DE_TROCA";"PRECO";2015;4;"TOTAL";104,634104636439
"680";"EXP";"PRECO";2015;3;"TOTAL";130,17828930263
"681";"EXP";"QUANTUM";2015;3;"TOTAL";111,009817441978
"682";"EXP_DESSAZONALIZADA";"QUANTUM";2015;3;"TOTAL";108,582716790337
"683";"IMP";"QUANTUM";2015;3;"TOTAL";190,32167069384
"684";"IMP";"PRECO";2015;3;"TOTAL";115,460212189394
"685";"IMP_DESSAZONALIZADA";"QUANTUM";2015;3;"TOTAL";192,634931629262
"686";"TERMOS_DE_TROCA";"PRECO";2015;3;"TOTAL";112,747315143586
"687";"EXP";"PRECO";2015;2;"TOTAL";132,265754855462
"688";"EXP";"QUANTUM";2015;2;"TOTAL";78,2922974435288
"689";"EXP_DESSAZONALIZADA";"QUANTUM";2015;2;"TOTAL";101,051930971339
"690";"IMP";"QUANTUM";2015;2;"TOTAL";166,394542271197
"691";"IMP";"PRECO";2015;2;"TOTAL";119,869647439835
"692";"IMP_DESSAZONALIZADA";"QUANTUM";2015;2;"TOTAL";196,965957788242
"693";"TERMOS_DE_TROCA";"PRECO";2015;2;"TOTAL";110,341322995756
"694";"EXP";"PRECO";2015;1;"TOTAL";136,022694975085
"695";"EXP";"QUANTUM";2015;1;"TOTAL";85,458163526547
"696";"EXP_DESSAZONALIZADA";"QUANTUM";2015;1;"TOTAL";105,923020855236
"697";"IMP";"QUANTUM";2015;1;"TOTAL";178,352143561962
"698";"IMP";"PRECO";2015;1;"TOTAL";122,904106141444
"699";"IMP_DESSAZONALIZADA";"QUANTUM";2015;1;"TOTAL";189,825513436119
"700";"TERMOS_DE_TROCA";"PRECO";2015;1;"TOTAL";110,673840968782
"701";"EXP";"PRECO";2014;12;"TOTAL";144,074766663807
"702";"EXP";"QUANTUM";2014;12;"TOTAL";104,474972787646
"703";"EXP_DESSAZONALIZADA";"QUANTUM";2014;12;"TOTAL";104,885663238512
"704";"IMP";"QUANTUM";2014;12;"TOTAL";183,801768817843
"705";"IMP";"PRECO";2014;12;"TOTAL";125,017950465116
"706";"IMP_DESSAZONALIZADA";"QUANTUM";2014;12;"TOTAL";195,513287399907
"707";"TERMOS_DE_TROCA";"PRECO";2014;12;"TOTAL";115,243263969528
"708";"EXP";"PRECO";2014;11;"TOTAL";149,508352433719
"709";"EXP";"QUANTUM";2014;11;"TOTAL";90,3005460335558
"710";"EXP_DESSAZONALIZADA";"QUANTUM";2014;11;"TOTAL";99,0285501610744
"711";"IMP";"QUANTUM";2014;11;"TOTAL";185,682500150752
"712";"IMP";"PRECO";2014;11;"TOTAL";129,532218628899
"713";"IMP_DESSAZONALIZADA";"QUANTUM";2014;11;"TOTAL";189,688870649332
"714";"TERMOS_DE_TROCA";"PRECO";2014;11;"TOTAL";115,421749134129
"715";"EXP";"PRECO";2014;10;"TOTAL";152,297701206746
"716";"EXP";"QUANTUM";2014;10;"TOTAL";103,837791104452
"717";"EXP_DESSAZONALIZADA";"QUANTUM";2014;10;"TOTAL";101,186436804767
"718";"IMP";"QUANTUM";2014;10;"TOTAL";198,96360631531
"719";"IMP";"PRECO";2014;10;"TOTAL";130,955945396826
"720";"IMP_DESSAZONALIZADA";"QUANTUM";2014;10;"TOTAL";185,020899219996
"721";"TERMOS_DE_TROCA";"PRECO";2014;10;"TOTAL";116,296897208638
"722";"EXP";"PRECO";2014;9;"TOTAL";156,495690709911
"723";"EXP";"QUANTUM";2014;9;"TOTAL";107,885485444734
"724";"EXP_DESSAZONALIZADA";"QUANTUM";2014;9;"TOTAL";103,146080975802
"725";"IMP";"QUANTUM";2014;9;"TOTAL";208,758795167311
"726";"IMP";"PRECO";2014;9;"TOTAL";130,752395183614
"727";"IMP_DESSAZONALIZADA";"QUANTUM";2014;9;"TOTAL";200,84890402523
"728";"TERMOS_DE_TROCA";"PRECO";2014;9;"TOTAL";119,688584281876
"729";"EXP";"PRECO";2014;8;"TOTAL";158,47642594133
"730";"EXP";"QUANTUM";2014;8;"TOTAL";105,695013717458
"731";"EXP_DESSAZONALIZADA";"QUANTUM";2014;8;"TOTAL";104,161159065141
"732";"IMP";"QUANTUM";2014;8;"TOTAL";193,075039535915
"733";"IMP";"PRECO";2014;8;"TOTAL";133,796868547206
"734";"IMP_DESSAZONALIZADA";"QUANTUM";2014;8;"TOTAL";200,297704469598
"735";"TERMOS_DE_TROCA";"PRECO";2014;8;"TOTAL";118,445541859163
"736";"EXP";"PRECO";2014;7;"TOTAL";159,881259141509
"737";"EXP";"QUANTUM";2014;7;"TOTAL";119,821736837498
"738";"EXP_DESSAZONALIZADA";"QUANTUM";2014;7;"TOTAL";110,138578689647
"739";"IMP";"QUANTUM";2014;7;"TOTAL";215,349248855162
"740";"IMP";"PRECO";2014;7;"TOTAL";132,739246627737
"741";"IMP_DESSAZONALIZADA";"QUANTUM";2014;7;"TOTAL";201,115484116686
"742";"TERMOS_DE_TROCA";"PRECO";2014;7;"TOTAL";120,447616815161
"743";"EXP";"PRECO";2014;6;"TOTAL";162,711717057803
"744";"EXP";"QUANTUM";2014;6;"TOTAL";108,33062967948
"745";"EXP_DESSAZONALIZADA";"QUANTUM";2014;6;"TOTAL";107,965350896112
"746";"IMP";"QUANTUM";2014;6;"TOTAL";179,489768943199
"747";"IMP";"PRECO";2014;6;"TOTAL";134,369809278178
"748";"IMP_DESSAZONALIZADA";"QUANTUM";2014;6;"TOTAL";193,960887015234
"749";"TERMOS_DE_TROCA";"PRECO";2014;6;"TOTAL";121,09246707417
"750";"EXP";"PRECO";2014;5;"TOTAL";162,29564127961
"751";"EXP";"QUANTUM";2014;5;"TOTAL";110,100216777941
"752";"EXP_DESSAZONALIZADA";"QUANTUM";2014;5;"TOTAL";103,353336165956
"753";"IMP";"QUANTUM";2014;5;"TOTAL";200,456452285266
"754";"IMP";"PRECO";2014;5;"TOTAL";133,443092663703
"755";"IMP_DESSAZONALIZADA";"QUANTUM";2014;5;"TOTAL";207,831213184694
"756";"TERMOS_DE_TROCA";"PRECO";2014;5;"TOTAL";121,621612658978
"757";"EXP";"PRECO";2014;4;"TOTAL";160,433118113767
"758";"EXP";"QUANTUM";2014;4;"TOTAL";106,117338027718
"759";"EXP_DESSAZONALIZADA";"QUANTUM";2014;4;"TOTAL";109,045352641933
"760";"IMP";"QUANTUM";2014;4;"TOTAL";191,657801387504
"761";"IMP";"PRECO";2014;4;"TOTAL";133,836220071188
"762";"IMP_DESSAZONALIZADA";"QUANTUM";2014;4;"TOTAL";206,823959191122
"763";"TERMOS_DE_TROCA";"PRECO";2014;4;"TOTAL";119,872720574769
"764";"EXP";"PRECO";2014;3;"TOTAL";161,82780187355
"765";"EXP";"QUANTUM";2014;3;"TOTAL";94,0243277377147
"766";"EXP_DESSAZONALIZADA";"QUANTUM";2014;3;"TOTAL";103,852411736695
"767";"IMP";"QUANTUM";2014;3;"TOTAL";172,561567576873
"768";"IMP";"PRECO";2014;3;"TOTAL";134,678065135978
"769";"IMP_DESSAZONALIZADA";"QUANTUM";2014;3;"TOTAL";199,624857460136
"770";"TERMOS_DE_TROCA";"PRECO";2014;3;"TOTAL";120,158989298043
"771";"EXP";"PRECO";2014;2;"TOTAL";161,018759677888
"772";"EXP";"QUANTUM";2014;2;"TOTAL";85,6151916370935
"773";"EXP_DESSAZONALIZADA";"QUANTUM";2014;2;"TOTAL";104,278175420542
"774";"IMP";"QUANTUM";2014;2;"TOTAL";182,274589904729
"775";"IMP";"PRECO";2014;2;"TOTAL";132,263620022732
"776";"IMP_DESSAZONALIZADA";"QUANTUM";2014;2;"TOTAL";200,588098585348
"777";"TERMOS_DE_TROCA";"PRECO";2014;2;"TOTAL";121,740777736322
"778";"EXP";"PRECO";2014;1;"TOTAL";163,998825937136
"779";"EXP";"QUANTUM";2014;1;"TOTAL";83,5531823916042
"780";"EXP_DESSAZONALIZADA";"QUANTUM";2014;1;"TOTAL";101,099281075901
"781";"IMP";"QUANTUM";2014;1;"TOTAL";204,785353354002
"782";"IMP";"PRECO";2014;1;"TOTAL";129,180322000794
"783";"IMP_DESSAZONALIZADA";"QUANTUM";2014;1;"TOTAL";212,043333852482
"784";"TERMOS_DE_TROCA";"PRECO";2014;1;"TOTAL";126,953411631942
"785";"EXP";"PRECO";2013;12;"TOTAL";165,435237818317
"786";"EXP";"QUANTUM";2013;12;"TOTAL";102,301565836194
"787";"EXP_DESSAZONALIZADA";"QUANTUM";2013;12;"TOTAL";105,284455672661
"788";"IMP";"QUANTUM";2013;12;"TOTAL";184,564567867318
"789";"IMP";"PRECO";2013;12;"TOTAL";132,290837617898
"790";"IMP_DESSAZONALIZADA";"QUANTUM";2013;12;"TOTAL";206,10709521262
"791";"TERMOS_DE_TROCA";"PRECO";2013;12;"TOTAL";125,054191807412
"792";"EXP";"PRECO";2013;11;"TOTAL";163,916752686018
"793";"EXP";"QUANTUM";2013;11;"TOTAL";100,654081078382
"794";"EXP_DESSAZONALIZADA";"QUANTUM";2013;11;"TOTAL";108,720861604066
"795";"IMP";"QUANTUM";2013;11;"TOTAL";192,652546461653
"796";"IMP";"PRECO";2013;11;"TOTAL";132,835446210215
"797";"IMP_DESSAZONALIZADA";"QUANTUM";2013;11;"TOTAL";193,829314535894
"798";"TERMOS_DE_TROCA";"PRECO";2013;11;"TOTAL";123,398352896422
"799";"EXP";"PRECO";2013;10;"TOTAL";165,373354328587
"800";"EXP";"QUANTUM";2013;10;"TOTAL";109,343800385164
"801";"EXP_DESSAZONALIZADA";"QUANTUM";2013;10;"TOTAL";105,31121658948
"802";"IMP";"QUANTUM";2013;10;"TOTAL";235,820047170273
"803";"IMP";"PRECO";2013;10;"TOTAL";131,179757885697
"804";"IMP_DESSAZONALIZADA";"QUANTUM";2013;10;"TOTAL";217,115417168917
"805";"TERMOS_DE_TROCA";"PRECO";2013;10;"TOTAL";126,066214021133
"806";"EXP";"PRECO";2013;9;"TOTAL";164,714209385075
"807";"EXP";"QUANTUM";2013;9;"TOTAL";109,594821395699
"808";"EXP_DESSAZONALIZADA";"QUANTUM";2013;9;"TOTAL";107,69010541131
"809";"IMP";"QUANTUM";2013;9;"TOTAL";191,955330103628
"810";"IMP";"PRECO";2013;9;"TOTAL";132,060334723762
"811";"IMP_DESSAZONALIZADA";"QUANTUM";2013;9;"TOTAL";191,52993370616
"812";"TERMOS_DE_TROCA";"PRECO";2013;9;"TOTAL";124,72648182334
"813";"EXP";"PRECO";2013;8;"TOTAL";161,017365154716
"814";"EXP";"QUANTUM";2013;8;"TOTAL";115,297739443542
"815";"EXP_DESSAZONALIZADA";"QUANTUM";2013;8;"TOTAL";108,603693278932
"816";"IMP";"QUANTUM";2013;8;"TOTAL";206,338082117673
"817";"IMP";"PRECO";2013;8;"TOTAL";131,713525617513
"818";"IMP_DESSAZONALIZADA";"QUANTUM";2013;8;"TOTAL";204,984481246285
"819";"TERMOS_DE_TROCA";"PRECO";2013;8;"TOTAL";122,248162745487
"820";"EXP";"PRECO";2013;7;"TOTAL";164,088789256458
"821";"EXP";"QUANTUM";2013;7;"TOTAL";108,369154402827
