"";"TIPO";"TIPO_INDICE";"CO_ANO";"CO_MES";"NO_CLASSIFICACAO";"INDICE"
"822";"EXP_DESSAZONALIZADA";"QUANTUM";2013;7;"TOTAL";99,9769677456428
"823";"IMP";"QUANTUM";2013;7;"TOTAL";232,370777611
"824";"IMP";"PRECO";2013;7;"TOTAL";131,522764027735
"825";"IMP_DESSAZONALIZADA";"QUANTUM";2013;7;"TOTAL";217,805354054323
"826";"TERMOS_DE_TROCA";"PRECO";2013;7;"TOTAL";124,760751851181
"827";"EXP";"PRECO";2013;6;"TOTAL";166,788812333941
"828";"EXP";"QUANTUM";2013;6;"TOTAL";100,762444928678
"829";"EXP_DESSAZONALIZADA";"QUANTUM";2013;6;"TOTAL";101,078849428306
"830";"IMP";"QUANTUM";2013;6;"TOTAL";186,038692400851
"831";"IMP";"PRECO";2013;6;"TOTAL";134,960477824416
"832";"IMP_DESSAZONALIZADA";"QUANTUM";2013;6;"TOTAL";202,583267960215
"833";"TERMOS_DE_TROCA";"PRECO";2013;6;"TOTAL";123,583448297311
"834";"EXP";"PRECO";2013;5;"TOTAL";170,568343804704
"835";"EXP";"QUANTUM";2013;5;"TOTAL";110,869358314211
"836";"EXP_DESSAZONALIZADA";"QUANTUM";2013;5;"TOTAL";104,682184780781
"837";"IMP";"QUANTUM";2013;5;"TOTAL";206,591786601502
"838";"IMP";"PRECO";2013;5;"TOTAL";136,491871642069
"839";"IMP_DESSAZONALIZADA";"QUANTUM";2013;5;"TOTAL";213,788600665159
"840";"TERMOS_DE_TROCA";"PRECO";2013;5;"TOTAL";124,965935152531
"841";"EXP";"PRECO";2013;4;"TOTAL";171,100240267377
"842";"EXP";"QUANTUM";2013;4;"TOTAL";105,012888523664
"843";"EXP_DESSAZONALIZADA";"QUANTUM";2013;4;"TOTAL";101,592746510178
"844";"IMP";"QUANTUM";2013;4;"TOTAL";212,856527565438
"845";"IMP";"PRECO";2013;4;"TOTAL";136,738566456782
"846";"IMP_DESSAZONALIZADA";"QUANTUM";2013;4;"TOTAL";208,794144672616
"847";"TERMOS_DE_TROCA";"PRECO";2013;4;"TOTAL";125,129467641051
"848";"EXP";"PRECO";2013;3;"TOTAL";173,110518450495
"849";"EXP";"QUANTUM";2013;3;"TOTAL";92,569859761485
"850";"EXP_DESSAZONALIZADA";"QUANTUM";2013;3;"TOTAL";100,258286757193
"851";"IMP";"QUANTUM";2013;3;"TOTAL";187,640192616644
"852";"IMP";"PRECO";2013;3;"TOTAL";135,784298393801
"853";"IMP_DESSAZONALIZADA";"QUANTUM";2013;3;"TOTAL";209,064087679191
"854";"TERMOS_DE_TROCA";"PRECO";2013;3;"TOTAL";127,489349282816
"855";"EXP";"PRECO";2013;2;"TOTAL";171,115781779789
"856";"EXP";"QUANTUM";2013;2;"TOTAL";79,0995657409662
"857";"EXP_DESSAZONALIZADA";"QUANTUM";2013;2;"TOTAL";103,301275975212
"858";"IMP";"QUANTUM";2013;2;"TOTAL";164,72590014333
"859";"IMP";"PRECO";2013;2;"TOTAL";134,914030322451
"860";"IMP_DESSAZONALIZADA";"QUANTUM";2013;2;"TOTAL";199,830225390506
"861";"TERMOS_DE_TROCA";"PRECO";2013;2;"TOTAL";126,833199905758
"862";"EXP";"PRECO";2013;1;"TOTAL";166,965457096544
"863";"EXP";"QUANTUM";2013;1;"TOTAL";89,501249268818
"864";"EXP_DESSAZONALIZADA";"QUANTUM";2013;1;"TOTAL";109,750889552388
"865";"IMP";"QUANTUM";2013;1;"TOTAL";199,11911923836
"866";"IMP";"PRECO";2013;1;"TOTAL";133,168785894063
"867";"IMP_DESSAZONALIZADA";"QUANTUM";2013;1;"TOTAL";209,462433335625
"868";"TERMOS_DE_TROCA";"PRECO";2013;1;"TOTAL";125,378823555068
"869";"EXP";"PRECO";2012;12;"TOTAL";168,60594724986
"870";"EXP";"QUANTUM";2012;12;"TOTAL";101,371368610543
"871";"EXP_DESSAZONALIZADA";"QUANTUM";2012;12;"TOTAL";107,291905585807
"872";"IMP";"QUANTUM";2012;12;"TOTAL";176,641848681481
"873";"IMP";"PRECO";2012;12;"TOTAL";132,224919504214
"874";"IMP_DESSAZONALIZADA";"QUANTUM";2012;12;"TOTAL";207,32599814612
"875";"TERMOS_DE_TROCA";"PRECO";2012;12;"TOTAL";127,514501715757
"876";"EXP";"PRECO";2012;11;"TOTAL";168,406845857599
"877";"EXP";"QUANTUM";2012;11;"TOTAL";101,250013891258
"878";"EXP_DESSAZONALIZADA";"QUANTUM";2012;11;"TOTAL";107,84390029582
"879";"IMP";"QUANTUM";2012;11;"TOTAL";205,97118962956
"880";"IMP";"PRECO";2012;11;"TOTAL";134,740845726703
"881";"IMP_DESSAZONALIZADA";"QUANTUM";2012;11;"TOTAL";205,237877562946
"882";"TERMOS_DE_TROCA";"PRECO";2012;11;"TOTAL";124,98574203637
"883";"EXP";"PRECO";2012;10;"TOTAL";168,750173472139
"884";"EXP";"QUANTUM";2012;10;"TOTAL";109,668056819602
"885";"EXP_DESSAZONALIZADA";"QUANTUM";2012;10;"TOTAL";104,08275536746
"886";"IMP";"QUANTUM";2012;10;"TOTAL";199,070230750872
"887";"IMP";"PRECO";2012;10;"TOTAL";133,738683172094
"888";"IMP_DESSAZONALIZADA";"QUANTUM";2012;10;"TOTAL";180,190402715213
"889";"TERMOS_DE_TROCA";"PRECO";2012;10;"TOTAL";126,179030232406
"890";"EXP";"PRECO";2012;9;"TOTAL";170,84030499967
"891";"EXP";"QUANTUM";2012;9;"TOTAL";101,313731957028
"892";"EXP_DESSAZONALIZADA";"QUANTUM";2012;9;"TOTAL";106,085321204847
"893";"IMP";"QUANTUM";2012;9;"TOTAL";175,485494274075
"894";"IMP";"PRECO";2012;9;"TOTAL";133,832057543724
"895";"IMP_DESSAZONALIZADA";"QUANTUM";2012;9;"TOTAL";188,690010795317
"896";"TERMOS_DE_TROCA";"PRECO";2012;9;"TOTAL";127,652752363801
"897";"EXP";"PRECO";2012;8;"TOTAL";172,028447166825
"898";"EXP";"QUANTUM";2012;8;"TOTAL";112,129555843337
"899";"EXP_DESSAZONALIZADA";"QUANTUM";2012;8;"TOTAL";100,853607177815
"900";"IMP";"QUANTUM";2012;8;"TOTAL";195,190145322457
"901";"IMP";"PRECO";2012;8;"TOTAL";132,096249152579
"902";"IMP_DESSAZONALIZADA";"QUANTUM";2012;8;"TOTAL";185,285899774307
"903";"TERMOS_DE_TROCA";"PRECO";2012;8;"TOTAL";130,229622922996
"904";"EXP";"PRECO";2012;7;"TOTAL";171,476374563945
"905";"EXP";"QUANTUM";2012;7;"TOTAL";105,841139276563
"906";"EXP_DESSAZONALIZADA";"QUANTUM";2012;7;"TOTAL";101,81601964689
"907";"IMP";"QUANTUM";2012;7;"TOTAL";182,714168248297
"908";"IMP";"PRECO";2012;7;"TOTAL";133,547569950722
"909";"IMP_DESSAZONALIZADA";"QUANTUM";2012;7;"TOTAL";179,324577529408
"910";"TERMOS_DE_TROCA";"PRECO";2012;7;"TOTAL";128,400969502641
"911";"EXP";"PRECO";2012;6;"TOTAL";174,777646614455
"912";"EXP";"QUANTUM";2012;6;"TOTAL";95,6990015066185
"913";"EXP_DESSAZONALIZADA";"QUANTUM";2012;6;"TOTAL";96,5425406255764
"914";"IMP";"QUANTUM";2012;6;"TOTAL";182,680449602741
"915";"IMP";"PRECO";2012;6;"TOTAL";136,702970233017
"916";"IMP_DESSAZONALIZADA";"QUANTUM";2012;6;"TOTAL";200,11814011224
"917";"TERMOS_DE_TROCA";"PRECO";2012;6;"TOTAL";127,852120781676
"918";"EXP";"PRECO";2012;5;"TOTAL";177,839677609281
"919";"EXP";"QUANTUM";2012;5;"TOTAL";113,673721157764
"920";"EXP_DESSAZONALIZADA";"QUANTUM";2012;5;"TOTAL";104,597552286771
"921";"IMP";"QUANTUM";2012;5;"TOTAL";192,424436323434
"922";"IMP";"PRECO";2012;5;"TOTAL";137,879324154827
"923";"IMP_DESSAZONALIZADA";"QUANTUM";2012;5;"TOTAL";191,605351213325
"924";"TERMOS_DE_TROCA";"PRECO";2012;5;"TOTAL";128,982121648335
"925";"EXP";"PRECO";2012;4;"TOTAL";177,155176998102
"926";"EXP";"QUANTUM";2012;4;"TOTAL";95,4161200144244
"927";"EXP_DESSAZONALIZADA";"QUANTUM";2012;4;"TOTAL";99,4559039198292
"928";"IMP";"QUANTUM";2012;4;"TOTAL";179,821876367608
"929";"IMP";"PRECO";2012;4;"TOTAL";140,087931310095
"930";"IMP_DESSAZONALIZADA";"QUANTUM";2012;4;"TOTAL";192,208435961868
"931";"TERMOS_DE_TROCA";"PRECO";2012;4;"TOTAL";126,459985054641
"932";"EXP";"PRECO";2012;3;"TOTAL";174,974044717575
"933";"EXP";"QUANTUM";2012;3;"TOTAL";103,32459170349
"934";"EXP_DESSAZONALIZADA";"QUANTUM";2012;3;"TOTAL";105,826811720984
"935";"IMP";"QUANTUM";2012;3;"TOTAL";180,501931681929
"936";"IMP";"PRECO";2012;3;"TOTAL";139,844155572374
"937";"IMP_DESSAZONALIZADA";"QUANTUM";2012;3;"TOTAL";184,942674985723
"938";"TERMOS_DE_TROCA";"PRECO";2012;3;"TOTAL";125,120741729546
"939";"EXP";"PRECO";2012;2;"TOTAL";174,063687292885
"940";"EXP";"QUANTUM";2012;2;"TOTAL";87,6238109001846
"941";"EXP_DESSAZONALIZADA";"QUANTUM";2012;2;"TOTAL";112,741205116921
"942";"IMP";"QUANTUM";2012;2;"TOTAL";161,321024259091
"943";"IMP";"PRECO";2012;2;"TOTAL";136,104827431587
"944";"IMP_DESSAZONALIZADA";"QUANTUM";2012;2;"TOTAL";195,064347156741
"945";"TERMOS_DE_TROCA";"PRECO";2012;2;"TOTAL";127,88942947698
"946";"EXP";"PRECO";2012;1;"TOTAL";172,157978455803
"947";"EXP";"QUANTUM";2012;1;"TOTAL";80,3575330497212
"948";"EXP_DESSAZONALIZADA";"QUANTUM";2012;1;"TOTAL";99,3382091444458
"949";"IMP";"QUANTUM";2012;1;"TOTAL";174,633804299706
"950";"IMP";"PRECO";2012;1;"TOTAL";133,638241652966
"951";"IMP_DESSAZONALIZADA";"QUANTUM";2012;1;"TOTAL";186,282959023597
"952";"TERMOS_DE_TROCA";"PRECO";2012;1;"TOTAL";128,82388777822
"953";"EXP";"PRECO";2011;12;"TOTAL";176,658143342505
"954";"EXP";"QUANTUM";2011;12;"TOTAL";107,850388253361
"955";"EXP_DESSAZONALIZADA";"QUANTUM";2011;12;"TOTAL";106,237629527792
"956";"IMP";"QUANTUM";2011;12;"TOTAL";179,406889955254
"957";"IMP";"PRECO";2011;12;"TOTAL";135,454026816135
"958";"IMP_DESSAZONALIZADA";"QUANTUM";2011;12;"TOTAL";194,047051687155
"959";"TERMOS_DE_TROCA";"PRECO";2011;12;"TOTAL";130,419262900394
"960";"EXP";"PRECO";2011;11;"TOTAL";181,336849912858
"961";"EXP";"QUANTUM";2011;11;"TOTAL";103,482815572211
"962";"EXP_DESSAZONALIZADA";"QUANTUM";2011;11;"TOTAL";109,422317839106
"963";"IMP";"QUANTUM";2011;11;"TOTAL";210,430221739562
"964";"IMP";"PRECO";2011;11;"TOTAL";133,757513891553
"965";"IMP_DESSAZONALIZADA";"QUANTUM";2011;11;"TOTAL";208,845556642342
"966";"TERMOS_DE_TROCA";"PRECO";2011;11;"TOTAL";135,571336994108
"967";"EXP";"PRECO";2011;10;"TOTAL";186,356519401526
"968";"EXP";"QUANTUM";2011;10;"TOTAL";103,315673962722
"969";"EXP_DESSAZONALIZADA";"QUANTUM";2011;10;"TOTAL";107,296852290461
"970";"IMP";"QUANTUM";2011;10;"TOTAL";196,801081802679
"971";"IMP";"PRECO";2011;10;"TOTAL";134,68393706864
"972";"IMP_DESSAZONALIZADA";"QUANTUM";2011;10;"TOTAL";199,763830194143
"973";"TERMOS_DE_TROCA";"PRECO";2011;10;"TOTAL";138,365809210457
"974";"EXP";"PRECO";2011;9;"TOTAL";188,325682485447
"975";"EXP";"QUANTUM";2011;9;"TOTAL";107,138539878514
"976";"EXP_DESSAZONALIZADA";"QUANTUM";2011;9;"TOTAL";104,203364976486
"977";"IMP";"QUANTUM";2011;9;"TOTAL";201,975008999018
"978";"IMP";"PRECO";2011;9;"TOTAL";134,933623427785
"979";"IMP_DESSAZONALIZADA";"QUANTUM";2011;9;"TOTAL";196,236517669293
"980";"TERMOS_DE_TROCA";"PRECO";2011;9;"TOTAL";139,56912865846
"981";"EXP";"PRECO";2011;8;"TOTAL";188,138043643411
"982";"EXP";"QUANTUM";2011;8;"TOTAL";120,822683400213
"983";"EXP_DESSAZONALIZADA";"QUANTUM";2011;8;"TOTAL";108,042237635648
"984";"IMP";"QUANTUM";2011;8;"TOTAL";217,390668969013
"985";"IMP";"PRECO";2011;8;"TOTAL";137,123298314793
"986";"IMP_DESSAZONALIZADA";"QUANTUM";2011;8;"TOTAL";204,5008602417
"987";"TERMOS_DE_TROCA";"PRECO";2011;8;"TOTAL";137,203557641608
"988";"EXP";"PRECO";2011;7;"TOTAL";185,155455417777
"989";"EXP";"QUANTUM";2011;7;"TOTAL";104,768583399202
"990";"EXP_DESSAZONALIZADA";"QUANTUM";2011;7;"TOTAL";104,933399613557
"991";"IMP";"QUANTUM";2011;7;"TOTAL";189,998612695869
"992";"IMP";"PRECO";2011;7;"TOTAL";135,12049867133
"993";"IMP_DESSAZONALIZADA";"QUANTUM";2011;7;"TOTAL";196,079933846178
"994";"TERMOS_DE_TROCA";"PRECO";2011;7;"TOTAL";137,029878692317
"995";"EXP";"PRECO";2011;6;"TOTAL";184,683200205263
"996";"EXP";"QUANTUM";2011;6;"TOTAL";106,524959138124
"997";"EXP_DESSAZONALIZADA";"QUANTUM";2011;6;"TOTAL";104,35432171623
"998";"IMP";"QUANTUM";2011;6;"TOTAL";190,240461107633
"999";"IMP";"PRECO";2011;6;"TOTAL";135,546559370285
"1000";"IMP_DESSAZONALIZADA";"QUANTUM";2011;6;"TOTAL";199,732183911288
"1001";"TERMOS_DE_TROCA";"PRECO";2011;6;"TOTAL";136,250747391342
"1002";"EXP";"PRECO";2011;5;"TOTAL";184,114481858015
"1003";"EXP";"QUANTUM";2011;5;"TOTAL";109,164316780716
"1004";"EXP_DESSAZONALIZADA";"QUANTUM";2011;5;"TOTAL";101,310525768822
"1005";"IMP";"QUANTUM";2011;5;"TOTAL";190,350429935442
"1006";"IMP";"PRECO";2011;5;"TOTAL";136,500201726778
"1007";"IMP_DESSAZONALIZADA";"QUANTUM";2011;5;"TOTAL";190,813793604499
"1008";"TERMOS_DE_TROCA";"PRECO";2011;5;"TOTAL";134,882204955669
"1009";"EXP";"PRECO";2011;4;"TOTAL";180,330765756263
"1010";"EXP";"QUANTUM";2011;4;"TOTAL";97,2102659361709
"1011";"EXP_DESSAZONALIZADA";"QUANTUM";2011;4;"TOTAL";105,170009441259
"1012";"IMP";"QUANTUM";2011;4;"TOTAL";178,287056660377
"1013";"IMP";"PRECO";2011;4;"TOTAL";136,916152011331
"1014";"IMP_DESSAZONALIZADA";"QUANTUM";2011;4;"TOTAL";200,853967714733
"1015";"TERMOS_DE_TROCA";"PRECO";2011;4;"TOTAL";131,708905857462
"1016";"EXP";"PRECO";2011;3;"TOTAL";172,402275759036
"1017";"EXP";"QUANTUM";2011;3;"TOTAL";97,092230001927
"1018";"EXP_DESSAZONALIZADA";"QUANTUM";2011;3;"TOTAL";103,352495274633
"1019";"IMP";"QUANTUM";2011;3;"TOTAL";182,037629360829
"1020";"IMP";"PRECO";2011;3;"TOTAL";131,253925705786
"1021";"IMP_DESSAZONALIZADA";"QUANTUM";2011;3;"TOTAL";195,17389721817
"1022";"TERMOS_DE_TROCA";"PRECO";2011;3;"TOTAL";131,350186161659
"1023";"EXP";"PRECO";2011;2;"TOTAL";168,716426656895
"1024";"EXP";"QUANTUM";2011;2;"TOTAL";86,0730597536001
"1025";"EXP_DESSAZONALIZADA";"QUANTUM";2011;2;"TOTAL";103,554708698117
"1026";"IMP";"QUANTUM";2011;2;"TOTAL";165,907822966265
"1027";"IMP";"PRECO";2011;2;"TOTAL";125,8235686343
"1028";"IMP_DESSAZONALIZADA";"QUANTUM";2011;2;"TOTAL";186,278405924878
"1029";"TERMOS_DE_TROCA";"PRECO";2011;2;"TOTAL";134,089684856468
"1030";"EXP";"PRECO";2011;1;"TOTAL";164,892535322409
"1031";"EXP";"QUANTUM";2011;1;"TOTAL";78,4602713151963
"1032";"EXP_DESSAZONALIZADA";"QUANTUM";2011;1;"TOTAL";100,868334463001
"1033";"IMP";"QUANTUM";2011;1;"TOTAL";163,810306125938
"1034";"IMP";"PRECO";2011;1;"TOTAL";122,522546521616
"1035";"IMP_DESSAZONALIZADA";"QUANTUM";2011;1;"TOTAL";184,238765989139
"1036";"TERMOS_DE_TROCA";"PRECO";2011;1;"TOTAL";134,581381144668
"1037";"EXP";"PRECO";2010;12;"TOTAL";162,69155602056
"1038";"EXP";"QUANTUM";2010;12;"TOTAL";110,070138722576
"1039";"EXP_DESSAZONALIZADA";"QUANTUM";2010;12;"TOTAL";104,962740881147
"1040";"IMP";"QUANTUM";2010;12;"TOTAL";175,923895668565
"1041";"IMP";"PRECO";2010;12;"TOTAL";119,378396169261
"1042";"IMP_DESSAZONALIZADA";"QUANTUM";2010;12;"TOTAL";182,962142054861
"1043";"TERMOS_DE_TROCA";"PRECO";2010;12;"TOTAL";136,28224305333
"1044";"EXP";"PRECO";2010;11;"TOTAL";157,969723904054
"1045";"EXP";"QUANTUM";2010;11;"TOTAL";97,1873829905672
"1046";"EXP_DESSAZONALIZADA";"QUANTUM";2010;11;"TOTAL";102,613507413049
"1047";"IMP";"QUANTUM";2010;11;"TOTAL";195,706004503828
"1048";"IMP";"PRECO";2010;11;"TOTAL";119,604390728901
"1049";"IMP_DESSAZONALIZADA";"QUANTUM";2010;11;"TOTAL";194,457659053049
"1050";"TERMOS_DE_TROCA";"PRECO";2010;11;"TOTAL";132,07686017323
"1051";"EXP";"PRECO";2010;10;"TOTAL";155,61350940919
"1052";"EXP";"QUANTUM";2010;10;"TOTAL";101,53341624846
"1053";"EXP_DESSAZONALIZADA";"QUANTUM";2010;10;"TOTAL";104,199669867567
"1054";"IMP";"QUANTUM";2010;10;"TOTAL";188,669311538814
"1055";"IMP";"PRECO";2010;10;"TOTAL";118,525606132166
"1056";"IMP_DESSAZONALIZADA";"QUANTUM";2010;10;"TOTAL";189,380192228971
"1057";"TERMOS_DE_TROCA";"PRECO";2010;10;"TOTAL";131,29104713092
"1058";"EXP";"PRECO";2010;9;"TOTAL";153,647363915815
"1059";"EXP";"QUANTUM";2010;9;"TOTAL";106,036534238748
"1060";"EXP_DESSAZONALIZADA";"QUANTUM";2010;9;"TOTAL";103,08331151804
"1061";"IMP";"QUANTUM";2010;9;"TOTAL";200,216566446191
"1062";"IMP";"PRECO";2010;9;"TOTAL";116,347648344341
"1063";"IMP_DESSAZONALIZADA";"QUANTUM";2010;9;"TOTAL";192,046284886873
"1064";"TERMOS_DE_TROCA";"PRECO";2010;9;"TOTAL";132,058847860064
"1065";"EXP";"PRECO";2010;8;"TOTAL";150,570476585949
"1066";"EXP";"QUANTUM";2010;8;"TOTAL";110,535874615585
"1067";"EXP_DESSAZONALIZADA";"QUANTUM";2010;8;"TOTAL";102,132460486469
"1068";"IMP";"QUANTUM";2010;8;"TOTAL";189,383384051551
"1069";"IMP";"PRECO";2010;8;"TOTAL";118,130365111008
"1070";"IMP_DESSAZONALIZADA";"QUANTUM";2010;8;"TOTAL";184,375834583478
"1071";"TERMOS_DE_TROCA";"PRECO";2010;8;"TOTAL";127,461280970779
"1072";"EXP";"PRECO";2010;7;"TOTAL";146,294429941605
"1073";"EXP";"QUANTUM";2010;7;"TOTAL";104,417340168211
"1074";"EXP_DESSAZONALIZADA";"QUANTUM";2010;7;"TOTAL";101,059404195035
"1075";"IMP";"QUANTUM";2010;7;"TOTAL";190,810321332624
"1076";"IMP";"PRECO";2010;7;"TOTAL";114,986399266308
"1077";"IMP_DESSAZONALIZADA";"QUANTUM";2010;7;"TOTAL";189,416288549721
"1078";"TERMOS_DE_TROCA";"PRECO";2010;7;"TOTAL";127,227594632986
"1079";"EXP";"PRECO";2010;6;"TOTAL";142,370063511453
"1080";"EXP";"QUANTUM";2010;6;"TOTAL";104,79791312547
"1081";"EXP_DESSAZONALIZADA";"QUANTUM";2010;6;"TOTAL";102,996654590131
"1082";"IMP";"QUANTUM";2010;6;"TOTAL";171,4383354861
"1083";"IMP";"PRECO";2010;6;"TOTAL";116,074766182996
"1084";"IMP_DESSAZONALIZADA";"QUANTUM";2010;6;"TOTAL";179,720624190917
"1085";"TERMOS_DE_TROCA";"PRECO";2010;6;"TOTAL";122,653758601591
"1086";"EXP";"PRECO";2010;5;"TOTAL";143,538272174079
"1087";"EXP";"QUANTUM";2010;5;"TOTAL";107,215867475572
"1088";"EXP_DESSAZONALIZADA";"QUANTUM";2010;5;"TOTAL";104,02223995017
"1089";"IMP";"QUANTUM";2010;5;"TOTAL";162,919581280262
"1090";"IMP";"PRECO";2010;5;"TOTAL";118,036678570658
"1091";"IMP_DESSAZONALIZADA";"QUANTUM";2010;5;"TOTAL";172,027948950292
"1092";"TERMOS_DE_TROCA";"PRECO";2010;5;"TOTAL";121,604804466059
"1093";"EXP";"PRECO";2010;4;"TOTAL";136,365896248138
"1094";"EXP";"QUANTUM";2010;4;"TOTAL";95,8589896500664
"1095";"EXP_DESSAZONALIZADA";"QUANTUM";2010;4;"TOTAL";100,292971076955
"1096";"IMP";"QUANTUM";2010;4;"TOTAL";161,547529874158
"1097";"IMP";"PRECO";2010;4;"TOTAL";116,311668771533
"1098";"IMP_DESSAZONALIZADA";"QUANTUM";2010;4;"TOTAL";177,333630705254
"1099";"TERMOS_DE_TROCA";"PRECO";2010;4;"TOTAL";117,241801865982
"1100";"EXP";"PRECO";2010;3;"TOTAL";134,65258720442
"1101";"EXP";"QUANTUM";2010;3;"TOTAL";101,391566461009
"1102";"EXP_DESSAZONALIZADA";"QUANTUM";2010;3;"TOTAL";100,721394806529
"1103";"IMP";"QUANTUM";2010;3;"TOTAL";175,710411610931
"1104";"IMP";"PRECO";2010;3;"TOTAL";115,484057383954
"1105";"IMP_DESSAZONALIZADA";"QUANTUM";2010;3;"TOTAL";171,349277715431
"1106";"TERMOS_DE_TROCA";"PRECO";2010;3;"TOTAL";116,598420816421
"1107";"EXP";"PRECO";2010;2;"TOTAL";133,310089096305
"1108";"EXP";"QUANTUM";2010;2;"TOTAL";79,15978790436
"1109";"EXP_DESSAZONALIZADA";"QUANTUM";2010;2;"TOTAL";101,320447261464
"1110";"IMP";"QUANTUM";2010;2;"TOTAL";139,468826262973
"1111";"IMP";"PRECO";2010;2;"TOTAL";114,521376759356
"1112";"IMP_DESSAZONALIZADA";"QUANTUM";2010;2;"TOTAL";170,193813293233
"1113";"TERMOS_DE_TROCA";"PRECO";2010;2;"TOTAL";116,406292753911
"1114";"EXP";"PRECO";2010;1;"TOTAL";133,015664432725
"1115";"EXP";"QUANTUM";2010;1;"TOTAL";72,3278373233181
"1116";"EXP_DESSAZONALIZADA";"QUANTUM";2010;1;"TOTAL";95,8965233345323
"1117";"IMP";"QUANTUM";2010;1;"TOTAL";138,889244871365
"1118";"IMP";"PRECO";2010;1;"TOTAL";110,563429110543
"1119";"IMP_DESSAZONALIZADA";"QUANTUM";2010;1;"TOTAL";163,797521260939
"1120";"TERMOS_DE_TROCA";"PRECO";2010;1;"TOTAL";120,307108329404
"1121";"EXP";"PRECO";2009;12;"TOTAL";132,047449052963
"1122";"EXP";"QUANTUM";2009;12;"TOTAL";89,7145292600595
"1123";"EXP_DESSAZONALIZADA";"QUANTUM";2009;12;"TOTAL";88,6131077677054
"1124";"IMP";"QUANTUM";2009;12;"TOTAL";143,187297862587
"1125";"IMP";"PRECO";2009;12;"TOTAL";115,081000486357
"1126";"IMP_DESSAZONALIZADA";"QUANTUM";2009;12;"TOTAL";155,778472303658
"1127";"TERMOS_DE_TROCA";"PRECO";2009;12;"TOTAL";114,743049239146
"1128";"EXP";"PRECO";2009;11;"TOTAL";129,055296482679
"1129";"EXP";"QUANTUM";2009;11;"TOTAL";84,3409857689205
"1130";"EXP_DESSAZONALIZADA";"QUANTUM";2009;11;"TOTAL";89,425275231575
"1131";"IMP";"QUANTUM";2009;11;"TOTAL";143,484978799668
"1132";"IMP";"PRECO";2009;11;"TOTAL";113,782719880418
"1133";"IMP_DESSAZONALIZADA";"QUANTUM";2009;11;"TOTAL";143,11525340634
"1134";"TERMOS_DE_TROCA";"PRECO";2009;11;"TOTAL";113,42258000012
"1135";"EXP";"PRECO";2009;10;"TOTAL";126,119737110713
"1136";"EXP";"QUANTUM";2009;10;"TOTAL";96,9851378344622
"1137";"EXP_DESSAZONALIZADA";"QUANTUM";2009;10;"TOTAL";95,7737758825355
"1138";"IMP";"QUANTUM";2009;10;"TOTAL";151,488364975047
"1139";"IMP";"PRECO";2009;10;"TOTAL";112,675081816952
"1140";"IMP_DESSAZONALIZADA";"QUANTUM";2009;10;"TOTAL";145,437442708925
"1141";"TERMOS_DE_TROCA";"PRECO";2009;10;"TOTAL";111,932234773615
"1142";"EXP";"PRECO";2009;9;"TOTAL";125,339274245247
"1143";"EXP";"QUANTUM";2009;9;"TOTAL";96,117346397053
"1144";"EXP_DESSAZONALIZADA";"QUANTUM";2009;9;"TOTAL";93,2739906235797
"1145";"IMP";"QUANTUM";2009;9;"TOTAL";148,46766817572
"1146";"IMP";"PRECO";2009;9;"TOTAL";112,416018890674
"1147";"IMP_DESSAZONALIZADA";"QUANTUM";2009;9;"TOTAL";141,282446729845
"1148";"TERMOS_DE_TROCA";"PRECO";2009;9;"TOTAL";111,495919782697
"1149";"EXP";"PRECO";2009;8;"TOTAL";120,879617197476
"1150";"EXP";"QUANTUM";2009;8;"TOTAL";99,1999407965038
"1151";"EXP_DESSAZONALIZADA";"QUANTUM";2009;8;"TOTAL";95,1345725414297
"1152";"IMP";"QUANTUM";2009;8;"TOTAL";128,724741103794
"1153";"IMP";"PRECO";2009;8;"TOTAL";113,026886614815
"1154";"IMP_DESSAZONALIZADA";"QUANTUM";2009;8;"TOTAL";129,548760339601
"1155";"TERMOS_DE_TROCA";"PRECO";2009;8;"TOTAL";106,947666009258
"1156";"EXP";"PRECO";2009;7;"TOTAL";120,152991418684
"1157";"EXP";"QUANTUM";2009;7;"TOTAL";102,295150087101
"1158";"EXP_DESSAZONALIZADA";"QUANTUM";2009;7;"TOTAL";95,196203364581
"1159";"IMP";"QUANTUM";2009;7;"TOTAL";134,87359200725
"1160";"IMP";"PRECO";2009;7;"TOTAL";111,262378684499
"1161";"IMP_DESSAZONALIZADA";"QUANTUM";2009;7;"TOTAL";128,330744971905
"1162";"TERMOS_DE_TROCA";"PRECO";2009;7;"TOTAL";107,990672893482
"1163";"EXP";"PRECO";2009;6;"TOTAL";119,994855778238
"1164";"EXP";"QUANTUM";2009;6;"TOTAL";103,55601261716
"1165";"EXP_DESSAZONALIZADA";"QUANTUM";2009;6;"TOTAL";102,115726425956
"1166";"IMP";"QUANTUM";2009;6;"TOTAL";118,665453302199
"1167";"IMP";"PRECO";2009;6;"TOTAL";111,245818435407
"1168";"IMP_DESSAZONALIZADA";"QUANTUM";2009;6;"TOTAL";124,564760254625
"1169";"TERMOS_DE_TROCA";"PRECO";2009;6;"TOTAL";107,864598836954
"1170";"EXP";"PRECO";2009;5;"TOTAL";115,243934362615
"1171";"EXP";"QUANTUM";2009;5;"TOTAL";90,2359341652629
"1172";"EXP_DESSAZONALIZADA";"QUANTUM";2009;5;"TOTAL";91,5089321604917
"1173";"IMP";"QUANTUM";2009;5;"TOTAL";114,751383371377
