"";"TIPO";"TIPO_SERIE";"CO_ANO";"CO_MES";"NO_CLASSIFICACAO";"VL_FOB"
"2393";"IMP";"ORIGINAL";"2010";11;"TOTAL";17538,417516
"2394";"IMP";"DESSAZONALIZADA";"2010";11;NA;17466,8979219603
"2395";"IMP";"ORIGINAL";"2010";11;NA;17538,417516
"2396";"IMP";"DESSAZONALIZADA";"2010";11;"TOTAL";17490,7322743637
"2397";"SALDO";"ORIGINAL";"2010";11;"TOTAL";20,177488
"2398";"SALDO";"DESSAZONALIZADA";"2010";11;NA;1187,4471403639
"2399";"SALDO";"ORIGINAL";"2010";11;NA;20,177488
"2400";"SALDO";"DESSAZONALIZADA";"2010";11;"TOTAL";1177,6214609308
"2401";"CORRENTE";"ORIGINAL";"2010";10;"TOTAL";34821,590352
"2402";"CORRENTE";"DESSAZONALIZADA";"2010";10;NA;35258,2035561023
"2403";"CORRENTE";"ORIGINAL";"2010";10;NA;34821,590352
"2404";"CORRENTE";"DESSAZONALIZADA";"2010";10;"TOTAL";35327,1626693224
"2405";"EXP";"ORIGINAL";"2010";10;"TOTAL";18136,570769
"2406";"EXP";"DESSAZONALIZADA";"2010";10;NA;18365,4430438867
"2407";"EXP";"ORIGINAL";"2010";10;NA;18136,570769
"2408";"EXP";"DESSAZONALIZADA";"2010";10;"TOTAL";18365,7901821529
"2409";"IMP";"ORIGINAL";"2010";10;"TOTAL";16685,019583
"2410";"IMP";"DESSAZONALIZADA";"2010";10;NA;16892,7605122156
"2411";"IMP";"ORIGINAL";"2010";10;NA;16685,019583
"2412";"IMP";"DESSAZONALIZADA";"2010";10;"TOTAL";16961,3724871695
"2413";"SALDO";"ORIGINAL";"2010";10;"TOTAL";1451,551186
"2414";"SALDO";"DESSAZONALIZADA";"2010";10;NA;1472,6825316711
"2415";"SALDO";"ORIGINAL";"2010";10;NA;1451,551186
"2416";"SALDO";"DESSAZONALIZADA";"2010";10;"TOTAL";1404,4176949834
"2417";"CORRENTE";"ORIGINAL";"2010";9;"TOTAL";36618,101379
"2418";"CORRENTE";"DESSAZONALIZADA";"2010";9;NA;34797,9205492518
"2419";"CORRENTE";"ORIGINAL";"2010";9;NA;36618,101379
"2420";"CORRENTE";"DESSAZONALIZADA";"2010";9;"TOTAL";34817,4320975952
"2421";"EXP";"ORIGINAL";"2010";9;"TOTAL";18726,305741
"2422";"EXP";"DESSAZONALIZADA";"2010";9;NA;17746,7498944436
"2423";"EXP";"ORIGINAL";"2010";9;NA;18726,305741
"2424";"EXP";"DESSAZONALIZADA";"2010";9;"TOTAL";17738,6996718146
"2425";"IMP";"ORIGINAL";"2010";9;"TOTAL";17891,795638
"2426";"IMP";"DESSAZONALIZADA";"2010";9;NA;17051,1706548082
"2427";"IMP";"ORIGINAL";"2010";9;NA;17891,795638
"2428";"IMP";"DESSAZONALIZADA";"2010";9;"TOTAL";17078,7324257806
"2429";"SALDO";"ORIGINAL";"2010";9;"TOTAL";834,510103
"2430";"SALDO";"DESSAZONALIZADA";"2010";9;NA;695,579239635399
"2431";"SALDO";"ORIGINAL";"2010";9;NA;834,510103
"2432";"SALDO";"DESSAZONALIZADA";"2010";9;"TOTAL";659,967246034002
"2433";"CORRENTE";"ORIGINAL";"2010";8;"TOTAL";36046,825586
"2434";"CORRENTE";"DESSAZONALIZADA";"2010";8;NA;33685,0650392735
"2435";"CORRENTE";"ORIGINAL";"2010";8;NA;36046,708687
"2436";"CORRENTE";"DESSAZONALIZADA";"2010";8;"TOTAL";33792,7523592998
"2437";"EXP";"ORIGINAL";"2010";8;"TOTAL";19084,996312
"2438";"EXP";"DESSAZONALIZADA";"2010";8;NA;17363,8737036336
"2439";"EXP";"ORIGINAL";"2010";8;NA;19084,996312
"2440";"EXP";"DESSAZONALIZADA";"2010";8;"TOTAL";17362,9382861723
"2441";"IMP";"ORIGINAL";"2010";8;"TOTAL";16961,829274
"2442";"IMP";"DESSAZONALIZADA";"2010";8;NA;16321,1913356399
"2443";"IMP";"ORIGINAL";"2010";8;NA;16961,712375
"2444";"IMP";"DESSAZONALIZADA";"2010";8;"TOTAL";16429,8140731275
"2445";"SALDO";"ORIGINAL";"2010";8;"TOTAL";2123,167038
"2446";"SALDO";"DESSAZONALIZADA";"2010";8;NA;1042,6823679937
"2447";"SALDO";"ORIGINAL";"2010";8;NA;2123,283937
"2448";"SALDO";"DESSAZONALIZADA";"2010";8;"TOTAL";933,124213044798
"2449";"CORRENTE";"ORIGINAL";"2010";7;"TOTAL";34020,310988
"2450";"CORRENTE";"DESSAZONALIZADA";"2010";7;NA;33029,7674334073
"2451";"CORRENTE";"ORIGINAL";"2010";7;NA;34020,150614
"2452";"CORRENTE";"DESSAZONALIZADA";"2010";7;"TOTAL";33057,8319624102
"2453";"EXP";"ORIGINAL";"2010";7;"TOTAL";17555,470535
"2454";"EXP";"DESSAZONALIZADA";"2010";7;NA;16860,738319143
"2455";"EXP";"ORIGINAL";"2010";7;NA;17555,470535
"2456";"EXP";"DESSAZONALIZADA";"2010";7;"TOTAL";16860,5382794742
"2457";"IMP";"ORIGINAL";"2010";7;"TOTAL";16464,840453
"2458";"IMP";"DESSAZONALIZADA";"2010";7;NA;16169,0291142643
"2459";"IMP";"ORIGINAL";"2010";7;NA;16464,680079
"2460";"IMP";"DESSAZONALIZADA";"2010";7;"TOTAL";16197,293682936
"2461";"SALDO";"ORIGINAL";"2010";7;"TOTAL";1090,630082
"2462";"SALDO";"DESSAZONALIZADA";"2010";7;NA;691,7092048787
"2463";"SALDO";"ORIGINAL";"2010";7;NA;1090,790456
"2464";"SALDO";"DESSAZONALIZADA";"2010";7;"TOTAL";663,244596538198
"2465";"CORRENTE";"ORIGINAL";"2010";6;"TOTAL";31972,823096
"2466";"CORRENTE";"DESSAZONALIZADA";"2010";6;NA;32269,4386356502
"2467";"CORRENTE";"ORIGINAL";"2010";6;NA;31972,823096
"2468";"CORRENTE";"DESSAZONALIZADA";"2010";6;"TOTAL";32284,9019565978
"2469";"EXP";"ORIGINAL";"2010";6;"TOTAL";17012,41986
"2470";"EXP";"DESSAZONALIZADA";"2010";6;NA;16880,2410790868
"2471";"EXP";"ORIGINAL";"2010";6;NA;17012,41986
"2472";"EXP";"DESSAZONALIZADA";"2010";6;"TOTAL";16881,9120567536
"2473";"IMP";"ORIGINAL";"2010";6;"TOTAL";14960,403236
"2474";"IMP";"DESSAZONALIZADA";"2010";6;NA;15389,1975565634
"2475";"IMP";"ORIGINAL";"2010";6;NA;14960,403236
"2476";"IMP";"DESSAZONALIZADA";"2010";6;"TOTAL";15402,9898998442
"2477";"SALDO";"ORIGINAL";"2010";6;"TOTAL";2052,016624
"2478";"SALDO";"DESSAZONALIZADA";"2010";6;NA;1491,0435225234
"2479";"SALDO";"ORIGINAL";"2010";6;NA;2052,016624
"2480";"SALDO";"DESSAZONALIZADA";"2010";6;"TOTAL";1478,9221569094
"2481";"CORRENTE";"ORIGINAL";"2010";5;"TOTAL";32006,346032
"2482";"CORRENTE";"DESSAZONALIZADA";"2010";5;NA;32004,6473955525
"2483";"CORRENTE";"ORIGINAL";"2010";5;NA;32006,346032
"2484";"CORRENTE";"DESSAZONALIZADA";"2010";5;"TOTAL";32042,7084207056
"2485";"EXP";"ORIGINAL";"2010";5;"TOTAL";17632,178264
"2486";"EXP";"DESSAZONALIZADA";"2010";5;NA;17260,9668771977
"2487";"EXP";"ORIGINAL";"2010";5;NA;17632,178264
"2488";"EXP";"DESSAZONALIZADA";"2010";5;"TOTAL";17260,957001803
"2489";"IMP";"ORIGINAL";"2010";5;"TOTAL";14374,167768
"2490";"IMP";"DESSAZONALIZADA";"2010";5;NA;14743,6805183548
"2491";"IMP";"ORIGINAL";"2010";5;NA;14374,167768
"2492";"IMP";"DESSAZONALIZADA";"2010";5;"TOTAL";14781,7514189026
"2493";"SALDO";"ORIGINAL";"2010";5;"TOTAL";3258,010496
"2494";"SALDO";"DESSAZONALIZADA";"2010";5;NA;2517,2863588429
"2495";"SALDO";"ORIGINAL";"2010";5;NA;3258,010496
"2496";"SALDO";"DESSAZONALIZADA";"2010";5;"TOTAL";2479,2055829004
"2497";"CORRENTE";"ORIGINAL";"2010";4;"TOTAL";29081,942807
"2498";"CORRENTE";"DESSAZONALIZADA";"2010";4;NA;31361,7587373757
"2499";"CORRENTE";"ORIGINAL";"2010";4;NA;29081,806254
"2500";"CORRENTE";"DESSAZONALIZADA";"2010";4;"TOTAL";31402,5448988748
"2501";"EXP";"ORIGINAL";"2010";4;"TOTAL";15074,159639
"2502";"EXP";"DESSAZONALIZADA";"2010";4;NA;15978,559410897
"2503";"EXP";"ORIGINAL";"2010";4;NA;15074,159639
"2504";"EXP";"DESSAZONALIZADA";"2010";4;"TOTAL";15972,7211843182
"2505";"IMP";"ORIGINAL";"2010";4;"TOTAL";14007,783168
"2506";"IMP";"DESSAZONALIZADA";"2010";4;NA;15383,1993264787
"2507";"IMP";"ORIGINAL";"2010";4;NA;14007,646615
"2508";"IMP";"DESSAZONALIZADA";"2010";4;"TOTAL";15429,8237145566
"2509";"SALDO";"ORIGINAL";"2010";4;"TOTAL";1066,376471
"2510";"SALDO";"DESSAZONALIZADA";"2010";4;NA;595,360084418299
"2511";"SALDO";"ORIGINAL";"2010";4;NA;1066,513024
"2512";"SALDO";"DESSAZONALIZADA";"2010";4;"TOTAL";542,897469761599
"2513";"CORRENTE";"ORIGINAL";"2010";3;"TOTAL";30819,099648
"2514";"CORRENTE";"DESSAZONALIZADA";"2010";3;NA;30761,836965021
"2515";"CORRENTE";"ORIGINAL";"2010";3;NA;30819,09612
"2516";"CORRENTE";"DESSAZONALIZADA";"2010";3;"TOTAL";30739,9773290953
"2517";"EXP";"ORIGINAL";"2010";3;"TOTAL";15637,886925
"2518";"EXP";"DESSAZONALIZADA";"2010";3;NA;15893,6438013549
"2519";"EXP";"ORIGINAL";"2010";3;NA;15637,883397
"2520";"EXP";"DESSAZONALIZADA";"2010";3;"TOTAL";15895,5677628422
"2521";"IMP";"ORIGINAL";"2010";3;"TOTAL";15181,212723
"2522";"IMP";"DESSAZONALIZADA";"2010";3;NA;14868,1931636661
"2523";"IMP";"ORIGINAL";"2010";3;NA;15181,212723
"2524";"IMP";"DESSAZONALIZADA";"2010";3;"TOTAL";14844,4095662531
"2525";"SALDO";"ORIGINAL";"2010";3;"TOTAL";456,674202
"2526";"SALDO";"DESSAZONALIZADA";"2010";3;NA;1025,4506376888
"2527";"SALDO";"ORIGINAL";"2010";3;NA;456,670674
"2528";"SALDO";"DESSAZONALIZADA";"2010";3;"TOTAL";1051,1581965891
"2529";"CORRENTE";"ORIGINAL";"2010";2;"TOTAL";24002,761868
"2530";"CORRENTE";"DESSAZONALIZADA";"2010";2;NA;30624,0387363452
"2531";"CORRENTE";"ORIGINAL";"2010";2;NA;24002,761868
"2532";"CORRENTE";"DESSAZONALIZADA";"2010";2;"TOTAL";30627,1837582226
"2533";"EXP";"ORIGINAL";"2010";2;"TOTAL";12066,643269
"2534";"EXP";"DESSAZONALIZADA";"2010";2;NA;15852,8539846335
"2535";"EXP";"ORIGINAL";"2010";2;NA;12066,643269
"2536";"EXP";"DESSAZONALIZADA";"2010";2;"TOTAL";15846,4482495259
"2537";"IMP";"ORIGINAL";"2010";2;"TOTAL";11936,118599
"2538";"IMP";"DESSAZONALIZADA";"2010";2;NA;14771,1847517117
"2539";"IMP";"ORIGINAL";"2010";2;NA;11936,118599
"2540";"IMP";"DESSAZONALIZADA";"2010";2;"TOTAL";14780,7355086967
"2541";"SALDO";"ORIGINAL";"2010";2;"TOTAL";130,52467
"2542";"SALDO";"DESSAZONALIZADA";"2010";2;NA;1081,6692329218
"2543";"SALDO";"ORIGINAL";"2010";2;NA;130,52467
"2544";"SALDO";"DESSAZONALIZADA";"2010";2;"TOTAL";1065,7127408292
"2545";"CORRENTE";"ORIGINAL";"2010";1;"TOTAL";22781,218812
"2546";"CORRENTE";"DESSAZONALIZADA";"2010";1;NA;28854,8552177535
"2547";"CORRENTE";"ORIGINAL";"2010";1;NA;22781,218812
"2548";"CORRENTE";"DESSAZONALIZADA";"2010";1;"TOTAL";28874,1057288039
"2549";"EXP";"ORIGINAL";"2010";1;"TOTAL";11153,005703
"2550";"EXP";"DESSAZONALIZADA";"2010";1;NA;14909,3615743502
"2551";"EXP";"ORIGINAL";"2010";1;NA;11153,005703
"2552";"EXP";"DESSAZONALIZADA";"2010";1;"TOTAL";14900,0006262483
"2553";"IMP";"ORIGINAL";"2010";1;"TOTAL";11628,213109
"2554";"IMP";"DESSAZONALIZADA";"2010";1;NA;13945,4936434033
"2555";"IMP";"ORIGINAL";"2010";1;NA;11628,213109
"2556";"IMP";"DESSAZONALIZADA";"2010";1;"TOTAL";13974,1051025556
"2557";"SALDO";"ORIGINAL";"2010";1;"TOTAL";-475,207406
"2558";"SALDO";"DESSAZONALIZADA";"2010";1;NA;963,867930946901
"2559";"SALDO";"ORIGINAL";"2010";1;NA;-475,207406
"2560";"SALDO";"DESSAZONALIZADA";"2010";1;"TOTAL";925,895523692701
"2561";"CORRENTE";"DESSAZONALIZADA";"2009";12;"TOTAL";28038,4668300485
"2562";"CORRENTE";"ORIGINAL";"2009";12;"TOTAL";26815,318951
"2563";"CORRENTE";"DESSAZONALIZADA";"2009";12;NA;28036,0247350328
"2564";"CORRENTE";"ORIGINAL";"2009";12;NA;26815,318951
"2565";"EXP";"DESSAZONALIZADA";"2009";12;"TOTAL";14288,2249358782
"2566";"EXP";"ORIGINAL";"2009";12;"TOTAL";14382,117617
"2567";"EXP";"DESSAZONALIZADA";"2009";12;NA;14286,9548398982
"2568";"EXP";"ORIGINAL";"2009";12;NA;14382,117617
"2569";"IMP";"DESSAZONALIZADA";"2009";12;"TOTAL";13750,2418941703
"2570";"IMP";"ORIGINAL";"2009";12;"TOTAL";12433,201334
"2571";"IMP";"DESSAZONALIZADA";"2009";12;NA;13749,0698951346
"2572";"IMP";"ORIGINAL";"2009";12;NA;12433,201334
"2573";"SALDO";"DESSAZONALIZADA";"2009";12;"TOTAL";537,983041707901
"2574";"SALDO";"ORIGINAL";"2009";12;"TOTAL";1948,916283
"2575";"SALDO";"DESSAZONALIZADA";"2009";12;NA;537,884944763599
"2576";"SALDO";"ORIGINAL";"2009";12;NA;1948,916283
"2577";"CORRENTE";"DESSAZONALIZADA";"2009";11;"TOTAL";25496,4513762336
"2578";"CORRENTE";"ORIGINAL";"2009";11;"TOTAL";24680,496103
"2579";"CORRENTE";"DESSAZONALIZADA";"2009";11;NA;25481,7796925963
"2580";"CORRENTE";"ORIGINAL";"2009";11;NA;24680,496103
"2581";"EXP";"DESSAZONALIZADA";"2009";11;"TOTAL";13314,5760979193
"2582";"EXP";"ORIGINAL";"2009";11;"TOTAL";12498,222627
"2583";"EXP";"DESSAZONALIZADA";"2009";11;NA;13309,0025533248
"2584";"EXP";"ORIGINAL";"2009";11;NA;12498,222627
"2585";"IMP";"DESSAZONALIZADA";"2009";11;"TOTAL";12181,8752783143
"2586";"IMP";"ORIGINAL";"2009";11;"TOTAL";12182,273476
"2587";"IMP";"DESSAZONALIZADA";"2009";11;NA;12172,7771392715
"2588";"IMP";"ORIGINAL";"2009";11;NA;12182,273476
"2589";"SALDO";"DESSAZONALIZADA";"2009";11;"TOTAL";1132,700819605
"2590";"SALDO";"ORIGINAL";"2009";11;"TOTAL";315,949151
"2591";"SALDO";"DESSAZONALIZADA";"2009";11;NA;1136,2254140533
"2592";"SALDO";"ORIGINAL";"2009";11;NA;315,949151
"2593";"CORRENTE";"ORIGINAL";"2009";10;"TOTAL";26925,86207
"2594";"CORRENTE";"DESSAZONALIZADA";"2009";10;NA;26028,7413767624
"2595";"CORRENTE";"ORIGINAL";"2009";10;NA;26925,86207
"2596";"CORRENTE";"DESSAZONALIZADA";"2009";10;"TOTAL";26078,016715621
"2597";"EXP";"ORIGINAL";"2009";10;"TOTAL";14015,803246
"2598";"EXP";"DESSAZONALIZADA";"2009";10;NA;13556,8354167953
"2599";"EXP";"ORIGINAL";"2009";10;NA;14015,803246
"2600";"EXP";"DESSAZONALIZADA";"2009";10;"TOTAL";13559,6343843547
"2601";"IMP";"ORIGINAL";"2009";10;"TOTAL";12910,058824
"2602";"IMP";"DESSAZONALIZADA";"2009";10;NA;12471,9059599671
"2603";"IMP";"ORIGINAL";"2009";10;NA;12910,058824
"2604";"IMP";"DESSAZONALIZADA";"2009";10;"TOTAL";12518,3823312663
"2605";"SALDO";"ORIGINAL";"2009";10;"TOTAL";1105,744422
"2606";"SALDO";"DESSAZONALIZADA";"2009";10;NA;1084,9294568282
"2607";"SALDO";"ORIGINAL";"2009";10;NA;1105,744422
"2608";"SALDO";"DESSAZONALIZADA";"2009";10;"TOTAL";1041,2520530884
"2609";"CORRENTE";"ORIGINAL";"2009";9;"TOTAL";26499,892687
"2610";"CORRENTE";"DESSAZONALIZADA";"2009";9;NA;24959,2055941017
"2611";"CORRENTE";"ORIGINAL";"2009";9;NA;26499,892687
"2612";"CORRENTE";"DESSAZONALIZADA";"2009";9;"TOTAL";24954,1822269788
"2613";"EXP";"ORIGINAL";"2009";9;"TOTAL";13801,853467
"2614";"EXP";"DESSAZONALIZADA";"2009";9;NA;13008,6592548771
"2615";"EXP";"ORIGINAL";"2009";9;NA;13801,853467
"2616";"EXP";"DESSAZONALIZADA";"2009";9;"TOTAL";12997,5053255518
"2617";"IMP";"ORIGINAL";"2009";9;"TOTAL";12698,03922
"2618";"IMP";"DESSAZONALIZADA";"2009";9;NA;11950,5463392246
"2619";"IMP";"ORIGINAL";"2009";9;NA;12698,03922
"2620";"IMP";"DESSAZONALIZADA";"2009";9;"TOTAL";11956,676901427
"2621";"SALDO";"ORIGINAL";"2009";9;"TOTAL";1103,814247
"2622";"SALDO";"DESSAZONALIZADA";"2009";9;NA;1058,1129156525
"2623";"SALDO";"ORIGINAL";"2009";9;NA;1103,814247
"2624";"SALDO";"DESSAZONALIZADA";"2009";9;"TOTAL";1040,8284241248
"2625";"CORRENTE";"ORIGINAL";"2009";8;"TOTAL";24726,175735
"2626";"CORRENTE";"DESSAZONALIZADA";"2009";8;NA;23808,0509978479
"2627";"CORRENTE";"ORIGINAL";"2009";8;NA;24726,175735
"2628";"CORRENTE";"DESSAZONALIZADA";"2009";8;"TOTAL";23921,1234894608
"2629";"EXP";"ORIGINAL";"2009";8;"TOTAL";13792,127247
"2630";"EXP";"DESSAZONALIZADA";"2009";8;NA;12995,5510137714
"2631";"EXP";"ORIGINAL";"2009";8;NA;13792,127247
"2632";"EXP";"DESSAZONALIZADA";"2009";8;"TOTAL";12994,588766022
"2633";"IMP";"ORIGINAL";"2009";8;"TOTAL";10934,048488
"2634";"IMP";"DESSAZONALIZADA";"2009";8;NA;10812,4999840765
"2635";"IMP";"ORIGINAL";"2009";8;NA;10934,048488
"2636";"IMP";"DESSAZONALIZADA";"2009";8;"TOTAL";10926,5347234388
"2637";"SALDO";"ORIGINAL";"2009";8;"TOTAL";2858,078759
"2638";"SALDO";"DESSAZONALIZADA";"2009";8;NA;2183,0510296949
"2639";"SALDO";"ORIGINAL";"2009";8;NA;2858,078759
"2640";"SALDO";"DESSAZONALIZADA";"2009";8;"TOTAL";2068,0540425832
"2641";"CORRENTE";"ORIGINAL";"2009";7;"TOTAL";25431,386867
"2642";"CORRENTE";"DESSAZONALIZADA";"2009";7;NA;23581,4540938137
"2643";"CORRENTE";"ORIGINAL";"2009";7;NA;25431,386867
"2644";"CORRENTE";"DESSAZONALIZADA";"2009";7;"TOTAL";23578,4829940267
"2645";"EXP";"ORIGINAL";"2009";7;"TOTAL";14050,671665
"2646";"EXP";"DESSAZONALIZADA";"2009";7;NA;12913,1544539804
"2647";"EXP";"ORIGINAL";"2009";7;NA;14050,671665
"2648";"EXP";"DESSAZONALIZADA";"2009";7;"TOTAL";12915,198532545
"2649";"IMP";"ORIGINAL";"2009";7;"TOTAL";11380,715202
"2650";"IMP";"DESSAZONALIZADA";"2009";7;NA;10668,2996398333
"2651";"IMP";"ORIGINAL";"2009";7;NA;11380,715202
"2652";"IMP";"DESSAZONALIZADA";"2009";7;"TOTAL";10663,2844614817
"2653";"SALDO";"ORIGINAL";"2009";7;"TOTAL";2669,956463
"2654";"SALDO";"DESSAZONALIZADA";"2009";7;NA;2244,8548141471
"2655";"SALDO";"ORIGINAL";"2009";7;NA;2669,956463
"2656";"SALDO";"DESSAZONALIZADA";"2009";7;"TOTAL";2251,9140710633
"2657";"CORRENTE";"ORIGINAL";"2009";6;"TOTAL";24354,098164
"2658";"CORRENTE";"DESSAZONALIZADA";"2009";6;NA;24673,2247964647
"2659";"CORRENTE";"ORIGINAL";"2009";6;NA;24354,098164
"2660";"CORRENTE";"DESSAZONALIZADA";"2009";6;"TOTAL";24685,4079684274
"2661";"EXP";"ORIGINAL";"2009";6;"TOTAL";14344,895088
"2662";"EXP";"DESSAZONALIZADA";"2009";6;NA;14353,1193977989
"2663";"EXP";"ORIGINAL";"2009";6;NA;14344,895088
"2664";"EXP";"DESSAZONALIZADA";"2009";6;"TOTAL";14356,441519596
"2665";"IMP";"ORIGINAL";"2009";6;"TOTAL";10009,203076
"2666";"IMP";"DESSAZONALIZADA";"2009";6;NA;10320,1053986658
"2667";"IMP";"ORIGINAL";"2009";6;NA;10009,203076
"2668";"IMP";"DESSAZONALIZADA";"2009";6;"TOTAL";10328,9664488314
"2669";"SALDO";"ORIGINAL";"2009";6;"TOTAL";4335,692012
"2670";"SALDO";"DESSAZONALIZADA";"2009";6;NA;4033,0139991331
"2671";"SALDO";"ORIGINAL";"2009";6;NA;4335,692012
"2672";"SALDO";"DESSAZONALIZADA";"2009";6;"TOTAL";4027,4750707646
"2673";"CORRENTE";"ORIGINAL";"2009";5;"TOTAL";21421,702889
"2674";"CORRENTE";"DESSAZONALIZADA";"2009";5;NA;22599,658913948
"2675";"CORRENTE";"ORIGINAL";"2009";5;NA;21421,702889
"2676";"CORRENTE";"DESSAZONALIZADA";"2009";5;"TOTAL";22638,8932365655
"2677";"EXP";"ORIGINAL";"2009";5;"TOTAL";11921,111818
"2678";"EXP";"DESSAZONALIZADA";"2009";5;NA;12341,5656508336
"2679";"EXP";"ORIGINAL";"2009";5;NA;11921,111818
"2680";"EXP";"DESSAZONALIZADA";"2009";5;"TOTAL";12342,3252135098
"2681";"IMP";"ORIGINAL";"2009";5;"TOTAL";9500,591071
"2682";"IMP";"DESSAZONALIZADA";"2009";5;NA;10258,0932631144
"2683";"IMP";"ORIGINAL";"2009";5;NA;9500,591071
"2684";"IMP";"DESSAZONALIZADA";"2009";5;"TOTAL";10296,5680230557
"2685";"SALDO";"ORIGINAL";"2009";5;"TOTAL";2420,520747
"2686";"SALDO";"DESSAZONALIZADA";"2009";5;NA;2083,4723877192
"2687";"SALDO";"ORIGINAL";"2009";5;NA;2420,520747
"2688";"SALDO";"DESSAZONALIZADA";"2009";5;"TOTAL";2045,7571904541
"2689";"CORRENTE";"ORIGINAL";"2009";4;"TOTAL";20985,338141
"2690";"CORRENTE";"DESSAZONALIZADA";"2009";4;NA;22852,9713988368
"2691";"CORRENTE";"ORIGINAL";"2009";4;NA;20985,338141
"2692";"CORRENTE";"DESSAZONALIZADA";"2009";4;"TOTAL";22870,2806783313
"2693";"EXP";"ORIGINAL";"2009";4;"TOTAL";12221,834909
"2694";"EXP";"DESSAZONALIZADA";"2009";4;NA;13052,9706226286
"2695";"EXP";"ORIGINAL";"2009";4;NA;12221,834909
"2696";"EXP";"DESSAZONALIZADA";"2009";4;"TOTAL";13046,7574062947
"2697";"IMP";"ORIGINAL";"2009";4;"TOTAL";8763,503232
"2698";"IMP";"DESSAZONALIZADA";"2009";4;NA;9800,00077620825
"2699";"IMP";"ORIGINAL";"2009";4;NA;8763,503232
"2700";"IMP";"DESSAZONALIZADA";"2009";4;"TOTAL";9823,52327203656
"2701";"SALDO";"ORIGINAL";"2009";4;"TOTAL";3458,331677
"2702";"SALDO";"DESSAZONALIZADA";"2009";4;NA;3252,96984642035
"2703";"SALDO";"ORIGINAL";"2009";4;NA;3458,331677
"2704";"SALDO";"DESSAZONALIZADA";"2009";4;"TOTAL";3223,23413425814
"2705";"CORRENTE";"ORIGINAL";"2009";3;"TOTAL";21799,015743
"2706";"CORRENTE";"DESSAZONALIZADA";"2009";3;NA;22617,5648994373
"2707";"CORRENTE";"ORIGINAL";"2009";3;NA;21799,015743
"2708";"CORRENTE";"DESSAZONALIZADA";"2009";3;"TOTAL";22625,871851796
"2709";"EXP";"ORIGINAL";"2009";3;"TOTAL";11607,785367
"2710";"EXP";"DESSAZONALIZADA";"2009";3;NA;12236,6792537752
"2711";"EXP";"ORIGINAL";"2009";3;NA;11607,785367
"2712";"EXP";"DESSAZONALIZADA";"2009";3;"TOTAL";12237,6332618281
"2713";"IMP";"ORIGINAL";"2009";3;"TOTAL";10191,230376
"2714";"IMP";"DESSAZONALIZADA";"2009";3;NA;10380,8856456621
"2715";"IMP";"ORIGINAL";"2009";3;NA;10191,230376
"2716";"IMP";"DESSAZONALIZADA";"2009";3;"TOTAL";10388,2385899679
"2717";"SALDO";"ORIGINAL";"2009";3;"TOTAL";1416,554991
"2718";"SALDO";"DESSAZONALIZADA";"2009";3;NA;1855,7936081131
"2719";"SALDO";"ORIGINAL";"2009";3;NA;1416,554991
"2720";"SALDO";"DESSAZONALIZADA";"2009";3;"TOTAL";1849,3946718602
"2721";"CORRENTE";"ORIGINAL";"2009";2;"TOTAL";17447,552985
"2722";"CORRENTE";"DESSAZONALIZADA";"2009";2;NA;22203,5704823675
"2723";"CORRENTE";"ORIGINAL";"2009";2;NA;17447,552985
"2724";"CORRENTE";"DESSAZONALIZADA";"2009";2;"TOTAL";22200,6697866661
"2725";"EXP";"ORIGINAL";"2009";2;"TOTAL";9491,899751
"2726";"EXP";"DESSAZONALIZADA";"2009";2;NA;12370,0571811279
"2727";"EXP";"ORIGINAL";"2009";2;NA;9491,899751
"2728";"EXP";"DESSAZONALIZADA";"2009";2;"TOTAL";12369,5694897399
"2729";"IMP";"ORIGINAL";"2009";2;"TOTAL";7955,653234
"2730";"IMP";"DESSAZONALIZADA";"2009";2;NA;9833,51330123964
"2731";"IMP";"ORIGINAL";"2009";2;NA;7955,653234
"2732";"IMP";"DESSAZONALIZADA";"2009";2;"TOTAL";9831,10029692616
"2733";"SALDO";"ORIGINAL";"2009";2;"TOTAL";1536,246517
"2734";"SALDO";"DESSAZONALIZADA";"2009";2;NA;2536,54387988826
"2735";"SALDO";"ORIGINAL";"2009";2;NA;1536,246517
"2736";"SALDO";"DESSAZONALIZADA";"2009";2;"TOTAL";2538,46919281374
"2737";"CORRENTE";"ORIGINAL";"2009";1;"TOTAL";20102,445374
"2738";"CORRENTE";"DESSAZONALIZADA";"2009";1;NA;24178,1113976381
"2739";"CORRENTE";"ORIGINAL";"2009";1;NA;20102,445374
"2740";"CORRENTE";"DESSAZONALIZADA";"2009";1;"TOTAL";24185,626714119
"2741";"EXP";"ORIGINAL";"2009";1;"TOTAL";9663,351384
"2742";"EXP";"DESSAZONALIZADA";"2009";1;NA;12218,2304102341
"2743";"EXP";"ORIGINAL";"2009";1;NA;9663,351384
"2744";"EXP";"DESSAZONALIZADA";"2009";1;"TOTAL";12215,9891742278
"2745";"IMP";"ORIGINAL";"2009";1;"TOTAL";10439,09399
"2746";"IMP";"DESSAZONALIZADA";"2009";1;NA;11959,880987404
"2747";"IMP";"ORIGINAL";"2009";1;NA;10439,09399
"2748";"IMP";"DESSAZONALIZADA";"2009";1;"TOTAL";11969,6375398912
"2749";"SALDO";"ORIGINAL";"2009";1;"TOTAL";-775,742606
"2750";"SALDO";"DESSAZONALIZADA";"2009";1;NA;258,349422830101
