"";"TIPO";"TIPO_INDICE";"CO_ANO";"CO_MES";"CO_CGCE";"INDICE";"NO_CLASSIFICACAO";"NO_TIPO_CLASSIFICACAO";"NO_CGCE"
"1088";"EXP_DESSAZONALIZADA";"QUANTUM";2019;7;"CO_CGCE_N1_1";93,4358682256787;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1089";"EXP_DESSAZONALIZADA";"QUANTUM";2019;7;"CO_CGCE_N1_3";82,0949253383147;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1090";"IMP";"PRECO";2019;7;"CO_CGCE_N1_2";120,6696702457;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1091";"IMP";"PRECO";2019;7;"CO_CGCE_N1_1";89,2497992537001;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1092";"IMP";"PRECO";2019;7;"CO_CGCE_N1_3";126,808098681105;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1093";"IMP";"PRECO";2019;7;"CO_CGCE_N1_4";104,652520431111;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1094";"IMP";"QUANTUM";2019;7;"CO_CGCE_N1_2";208,478961255955;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1095";"IMP";"QUANTUM";2019;7;"CO_CGCE_N1_1";218,186924536763;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1096";"IMP";"QUANTUM";2019;7;"CO_CGCE_N1_3";192,122859131765;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1097";"IMP";"QUANTUM";2019;7;"CO_CGCE_N1_4";193,507192900868;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1098";"IMP_DESSAZONALIZADA";"QUANTUM";2019;7;"CO_CGCE_N1_2";198,281481101413;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1099";"IMP_DESSAZONALIZADA";"QUANTUM";2019;7;"CO_CGCE_N1_1";217,141923017854;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1100";"IMP_DESSAZONALIZADA";"QUANTUM";2019;7;"CO_CGCE_N1_3";198,182631210696;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1101";"IMP_DESSAZONALIZADA";"QUANTUM";2019;7;"CO_CGCE_N1_4";185,420002118807;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1102";"TERMOS_DE_TROCA";"PRECO";2019;7;"CO_CGCE_N1_2";113,172008123212;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1103";"TERMOS_DE_TROCA";"PRECO";2019;7;"CO_CGCE_N1_1";129,297343821222;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1104";"TERMOS_DE_TROCA";"PRECO";2019;7;"CO_CGCE_N1_3";104,113300805168;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1105";"EXP";"PRECO";2019;6;"CO_CGCE_N1_2";132,964768496025;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1106";"EXP";"PRECO";2019;6;"CO_CGCE_N1_1";117,683854061047;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1107";"EXP";"PRECO";2019;6;"CO_CGCE_N1_3";129,566414813055;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1108";"EXP";"QUANTUM";2019;6;"CO_CGCE_N1_2";139,540666773625;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1109";"EXP";"QUANTUM";2019;6;"CO_CGCE_N1_1";90,1167428681641;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1110";"EXP";"QUANTUM";2019;6;"CO_CGCE_N1_3";78,9227612021108;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1111";"EXP_DESSAZONALIZADA";"QUANTUM";2019;6;"CO_CGCE_N1_2";138,245439562006;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1112";"EXP_DESSAZONALIZADA";"QUANTUM";2019;6;"CO_CGCE_N1_1";89,554503675528;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1113";"EXP_DESSAZONALIZADA";"QUANTUM";2019;6;"CO_CGCE_N1_3";86,5230145066499;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1114";"IMP";"PRECO";2019;6;"CO_CGCE_N1_2";121,893024841198;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1115";"IMP";"PRECO";2019;6;"CO_CGCE_N1_1";86,6078022155946;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1116";"IMP";"PRECO";2019;6;"CO_CGCE_N1_3";116,511361186733;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1117";"IMP";"PRECO";2019;6;"CO_CGCE_N1_4";108,587801696547;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1118";"IMP";"QUANTUM";2019;6;"CO_CGCE_N1_2";169,467073973007;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1119";"IMP";"QUANTUM";2019;6;"CO_CGCE_N1_1";198,663132316323;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1120";"IMP";"QUANTUM";2019;6;"CO_CGCE_N1_3";164,362214193797;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1121";"IMP";"QUANTUM";2019;6;"CO_CGCE_N1_4";117,289590653847;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1122";"IMP_DESSAZONALIZADA";"QUANTUM";2019;6;"CO_CGCE_N1_2";191,6198485354;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1123";"IMP_DESSAZONALIZADA";"QUANTUM";2019;6;"CO_CGCE_N1_1";226,441817229421;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1124";"IMP_DESSAZONALIZADA";"QUANTUM";2019;6;"CO_CGCE_N1_3";193,935538641293;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1125";"IMP_DESSAZONALIZADA";"QUANTUM";2019;6;"CO_CGCE_N1_4";135,550038524254;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1126";"TERMOS_DE_TROCA";"PRECO";2019;6;"CO_CGCE_N1_2";109,08316424935;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1127";"TERMOS_DE_TROCA";"PRECO";2019;6;"CO_CGCE_N1_1";135,881353700784;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1128";"TERMOS_DE_TROCA";"PRECO";2019;6;"CO_CGCE_N1_3";111,204961896718;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1129";"EXP";"PRECO";2019;5;"CO_CGCE_N1_2";132,404872643817;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1130";"EXP";"PRECO";2019;5;"CO_CGCE_N1_1";116,385942893594;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1131";"EXP";"PRECO";2019;5;"CO_CGCE_N1_3";127,509816407139;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1132";"EXP";"QUANTUM";2019;5;"CO_CGCE_N1_2";153,324594862657;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1133";"EXP";"QUANTUM";2019;5;"CO_CGCE_N1_1";96,0791124244205;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1134";"EXP";"QUANTUM";2019;5;"CO_CGCE_N1_3";81,2080174800601;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1135";"EXP_DESSAZONALIZADA";"QUANTUM";2019;5;"CO_CGCE_N1_2";134,894730405301;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1136";"EXP_DESSAZONALIZADA";"QUANTUM";2019;5;"CO_CGCE_N1_1";94,510782770197;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1137";"EXP_DESSAZONALIZADA";"QUANTUM";2019;5;"CO_CGCE_N1_3";81,0933708412185;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1138";"IMP";"PRECO";2019;5;"CO_CGCE_N1_2";122,12070303376;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1139";"IMP";"PRECO";2019;5;"CO_CGCE_N1_1";87,2198535655776;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1140";"IMP";"PRECO";2019;5;"CO_CGCE_N1_3";122,06094266749;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1141";"IMP";"PRECO";2019;5;"CO_CGCE_N1_4";111,165744510411;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1142";"IMP";"QUANTUM";2019;5;"CO_CGCE_N1_2";186,922685453724;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1143";"IMP";"QUANTUM";2019;5;"CO_CGCE_N1_1";218,915464555867;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1144";"IMP";"QUANTUM";2019;5;"CO_CGCE_N1_3";193,775702848014;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1145";"IMP";"QUANTUM";2019;5;"CO_CGCE_N1_4";155,480745282529;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1146";"IMP_DESSAZONALIZADA";"QUANTUM";2019;5;"CO_CGCE_N1_2";189,597625871999;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1147";"IMP_DESSAZONALIZADA";"QUANTUM";2019;5;"CO_CGCE_N1_1";228,857228800884;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1148";"IMP_DESSAZONALIZADA";"QUANTUM";2019;5;"CO_CGCE_N1_3";199,164456683488;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1149";"IMP_DESSAZONALIZADA";"QUANTUM";2019;5;"CO_CGCE_N1_4";157,585762821397;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1150";"TERMOS_DE_TROCA";"PRECO";2019;5;"CO_CGCE_N1_2";108,421315431843;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1151";"TERMOS_DE_TROCA";"PRECO";2019;5;"CO_CGCE_N1_1";133,439736637585;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1152";"TERMOS_DE_TROCA";"PRECO";2019;5;"CO_CGCE_N1_3";104,464060018358;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1153";"EXP";"PRECO";2019;4;"CO_CGCE_N1_2";131,077338631807;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1154";"EXP";"PRECO";2019;4;"CO_CGCE_N1_1";120,419264547653;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1155";"EXP";"PRECO";2019;4;"CO_CGCE_N1_3";128,30370392642;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1156";"EXP";"QUANTUM";2019;4;"CO_CGCE_N1_2";131,933628348711;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1157";"EXP";"QUANTUM";2019;4;"CO_CGCE_N1_1";90,7958841852742;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1158";"EXP";"QUANTUM";2019;4;"CO_CGCE_N1_3";77,5859922409285;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1159";"EXP_DESSAZONALIZADA";"QUANTUM";2019;4;"CO_CGCE_N1_2";120,690429356153;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1160";"EXP_DESSAZONALIZADA";"QUANTUM";2019;4;"CO_CGCE_N1_1";89,7155285923968;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1161";"EXP_DESSAZONALIZADA";"QUANTUM";2019;4;"CO_CGCE_N1_3";80,3389122485084;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1162";"IMP";"PRECO";2019;4;"CO_CGCE_N1_2";122,400543108904;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1163";"IMP";"PRECO";2019;4;"CO_CGCE_N1_1";94,0434810797964;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1164";"IMP";"PRECO";2019;4;"CO_CGCE_N1_3";125,920026432346;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1165";"IMP";"PRECO";2019;4;"CO_CGCE_N1_4";108,091985370259;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1166";"IMP";"QUANTUM";2019;4;"CO_CGCE_N1_2";175,590810215706;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1167";"IMP";"QUANTUM";2019;4;"CO_CGCE_N1_1";190,948655640271;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1168";"IMP";"QUANTUM";2019;4;"CO_CGCE_N1_3";166,932081302786;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1169";"IMP";"QUANTUM";2019;4;"CO_CGCE_N1_4";133,040767554124;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1170";"IMP_DESSAZONALIZADA";"QUANTUM";2019;4;"CO_CGCE_N1_2";189,816724266126;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1171";"IMP_DESSAZONALIZADA";"QUANTUM";2019;4;"CO_CGCE_N1_1";213,090484559075;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1172";"IMP_DESSAZONALIZADA";"QUANTUM";2019;4;"CO_CGCE_N1_3";184,739721892269;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1173";"IMP_DESSAZONALIZADA";"QUANTUM";2019;4;"CO_CGCE_N1_4";131,292264268592;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1174";"TERMOS_DE_TROCA";"PRECO";2019;4;"CO_CGCE_N1_2";107,088853776721;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1175";"TERMOS_DE_TROCA";"PRECO";2019;4;"CO_CGCE_N1_1";128,046370854218;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1176";"TERMOS_DE_TROCA";"PRECO";2019;4;"CO_CGCE_N1_3";101,89300904837;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1177";"EXP";"PRECO";2019;3;"CO_CGCE_N1_2";131,629848917705;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1178";"EXP";"PRECO";2019;3;"CO_CGCE_N1_1";117,17711022789;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1179";"EXP";"PRECO";2019;3;"CO_CGCE_N1_3";130,066294933685;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1180";"EXP";"QUANTUM";2019;3;"CO_CGCE_N1_2";129,06518160659;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1181";"EXP";"QUANTUM";2019;3;"CO_CGCE_N1_1";76,163891476656;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1182";"EXP";"QUANTUM";2019;3;"CO_CGCE_N1_3";75,8415539177721;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1183";"EXP_DESSAZONALIZADA";"QUANTUM";2019;3;"CO_CGCE_N1_2";136,797890896311;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1184";"EXP_DESSAZONALIZADA";"QUANTUM";2019;3;"CO_CGCE_N1_1";88,5357912038958;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1185";"EXP_DESSAZONALIZADA";"QUANTUM";2019;3;"CO_CGCE_N1_3";82,1505625228887;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1186";"IMP";"PRECO";2019;3;"CO_CGCE_N1_2";123,764016898222;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1187";"IMP";"PRECO";2019;3;"CO_CGCE_N1_1";92,0536352914311;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1188";"IMP";"PRECO";2019;3;"CO_CGCE_N1_3";124,970307892454;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1189";"IMP";"PRECO";2019;3;"CO_CGCE_N1_4";103,638086058881;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1190";"IMP";"QUANTUM";2019;3;"CO_CGCE_N1_2";161,959546472289;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1191";"IMP";"QUANTUM";2019;3;"CO_CGCE_N1_1";188,119520676612;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1192";"IMP";"QUANTUM";2019;3;"CO_CGCE_N1_3";179,495813912895;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1193";"IMP";"QUANTUM";2019;3;"CO_CGCE_N1_4";138,027134974645;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1194";"IMP_DESSAZONALIZADA";"QUANTUM";2019;3;"CO_CGCE_N1_2";183,201215327192;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1195";"IMP_DESSAZONALIZADA";"QUANTUM";2019;3;"CO_CGCE_N1_1";211,194634677721;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1196";"IMP_DESSAZONALIZADA";"QUANTUM";2019;3;"CO_CGCE_N1_3";196,046103778255;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1197";"IMP_DESSAZONALIZADA";"QUANTUM";2019;3;"CO_CGCE_N1_4";157,357123738817;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"1198";"TERMOS_DE_TROCA";"PRECO";2019;3;"CO_CGCE_N1_2";106,355508019711;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1199";"TERMOS_DE_TROCA";"PRECO";2019;3;"CO_CGCE_N1_1";127,2922137805;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1200";"TERMOS_DE_TROCA";"PRECO";2019;3;"CO_CGCE_N1_3";104,077758250877;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"1201";"EXP";"PRECO";2019;2;"CO_CGCE_N1_2";130,133890808194;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"1202";"EXP";"PRECO";2019;2;"CO_CGCE_N1_1";109,746457332304;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"1203";"EXP";"PRECO";2019;2;"CO_CGCE_N1_3";130,928425233726;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
