"";"TIPO";"TIPO_INDICE";"CO_ANO";"CO_MES";"CO_CGCE";"INDICE";"NO_CLASSIFICACAO";"NO_TIPO_CLASSIFICACAO";"NO_CGCE"
"4177";"EXP";"PRECO";2008;10;"CO_CGCE_N1_2";155,898619679718;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4178";"EXP";"PRECO";2008;10;"CO_CGCE_N1_1";118,99535556184;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4179";"EXP";"PRECO";2008;10;"CO_CGCE_N1_3";138,771356939847;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4180";"EXP";"QUANTUM";2008;10;"CO_CGCE_N1_2";104,908215480088;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4181";"EXP";"QUANTUM";2008;10;"CO_CGCE_N1_1";118,131690540113;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4182";"EXP";"QUANTUM";2008;10;"CO_CGCE_N1_3";101,774638875844;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4183";"EXP_DESSAZONALIZADA";"QUANTUM";2008;10;"CO_CGCE_N1_2";96,8087047703452;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4184";"EXP_DESSAZONALIZADA";"QUANTUM";2008;10;"CO_CGCE_N1_1";117,202496935469;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4185";"EXP_DESSAZONALIZADA";"QUANTUM";2008;10;"CO_CGCE_N1_3";89,4332726460546;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4186";"IMP";"PRECO";2008;10;"CO_CGCE_N1_2";138,793361116303;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4187";"IMP";"PRECO";2008;10;"CO_CGCE_N1_1";98,8927783198032;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4188";"IMP";"PRECO";2008;10;"CO_CGCE_N1_3";116,444604915502;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4189";"IMP";"PRECO";2008;10;"CO_CGCE_N1_4";168,651627336774;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4190";"IMP";"QUANTUM";2008;10;"CO_CGCE_N1_2";165,379810995409;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4191";"IMP";"QUANTUM";2008;10;"CO_CGCE_N1_1";217,129786785808;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4192";"IMP";"QUANTUM";2008;10;"CO_CGCE_N1_3";202,227629174033;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4193";"IMP";"QUANTUM";2008;10;"CO_CGCE_N1_4";146,351375764693;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4194";"IMP_DESSAZONALIZADA";"QUANTUM";2008;10;"CO_CGCE_N1_2";146,67060470697;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4195";"IMP_DESSAZONALIZADA";"QUANTUM";2008;10;"CO_CGCE_N1_1";204,332914123412;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4196";"IMP_DESSAZONALIZADA";"QUANTUM";2008;10;"CO_CGCE_N1_3";174,157565371976;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4197";"IMP_DESSAZONALIZADA";"QUANTUM";2008;10;"CO_CGCE_N1_4";127,030652231122;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4198";"TERMOS_DE_TROCA";"PRECO";2008;10;"CO_CGCE_N1_2";112,324262793147;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4199";"TERMOS_DE_TROCA";"PRECO";2008;10;"CO_CGCE_N1_1";120,327649383081;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4200";"TERMOS_DE_TROCA";"PRECO";2008;10;"CO_CGCE_N1_3";119,173711002366;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4201";"EXP";"PRECO";2008;9;"CO_CGCE_N1_2";159,525856128462;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4202";"EXP";"PRECO";2008;9;"CO_CGCE_N1_1";117,606848427999;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4203";"EXP";"PRECO";2008;9;"CO_CGCE_N1_3";139,858699705433;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4204";"EXP";"QUANTUM";2008;9;"CO_CGCE_N1_2";107,423783885133;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4205";"EXP";"QUANTUM";2008;9;"CO_CGCE_N1_1";139,563172749944;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4206";"EXP";"QUANTUM";2008;9;"CO_CGCE_N1_3";98,3241859413568;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4207";"EXP_DESSAZONALIZADA";"QUANTUM";2008;9;"CO_CGCE_N1_2";99,6896427435467;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4208";"EXP_DESSAZONALIZADA";"QUANTUM";2008;9;"CO_CGCE_N1_1";122,00007560492;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4209";"EXP_DESSAZONALIZADA";"QUANTUM";2008;9;"CO_CGCE_N1_3";93,0582815373584;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4210";"IMP";"PRECO";2008;9;"CO_CGCE_N1_2";139,113208848914;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4211";"IMP";"PRECO";2008;9;"CO_CGCE_N1_1";102,798686084825;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4212";"IMP";"PRECO";2008;9;"CO_CGCE_N1_3";123,654225308452;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4213";"IMP";"PRECO";2008;9;"CO_CGCE_N1_4";188,173265740174;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4214";"IMP";"QUANTUM";2008;9;"CO_CGCE_N1_2";169,348651375228;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4215";"IMP";"QUANTUM";2008;9;"CO_CGCE_N1_1";231,388031056146;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4216";"IMP";"QUANTUM";2008;9;"CO_CGCE_N1_3";199,157024231496;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4217";"IMP";"QUANTUM";2008;9;"CO_CGCE_N1_4";122,583342341172;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4218";"IMP_DESSAZONALIZADA";"QUANTUM";2008;9;"CO_CGCE_N1_2";155,874939757007;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4219";"IMP_DESSAZONALIZADA";"QUANTUM";2008;9;"CO_CGCE_N1_1";212,345927588645;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4220";"IMP_DESSAZONALIZADA";"QUANTUM";2008;9;"CO_CGCE_N1_3";183,213691315638;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4221";"IMP_DESSAZONALIZADA";"QUANTUM";2008;9;"CO_CGCE_N1_4";115,851072837932;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4222";"TERMOS_DE_TROCA";"PRECO";2008;9;"CO_CGCE_N1_2";114,673406967211;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4223";"TERMOS_DE_TROCA";"PRECO";2008;9;"CO_CGCE_N1_1";114,405011296501;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4224";"TERMOS_DE_TROCA";"PRECO";2008;9;"CO_CGCE_N1_3";113,104666950571;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4225";"EXP";"PRECO";2008;8;"CO_CGCE_N1_2";160,368275628186;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4226";"EXP";"PRECO";2008;8;"CO_CGCE_N1_1";117,713082990924;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4227";"EXP";"PRECO";2008;8;"CO_CGCE_N1_3";141,367356542916;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4228";"EXP";"QUANTUM";2008;8;"CO_CGCE_N1_2";106,66822203302;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4229";"EXP";"QUANTUM";2008;8;"CO_CGCE_N1_1";119,776089144332;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4230";"EXP";"QUANTUM";2008;8;"CO_CGCE_N1_3";93,5068618594335;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4231";"EXP_DESSAZONALIZADA";"QUANTUM";2008;8;"CO_CGCE_N1_2";102,202187801523;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4232";"EXP_DESSAZONALIZADA";"QUANTUM";2008;8;"CO_CGCE_N1_1";126,500383494662;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4233";"EXP_DESSAZONALIZADA";"QUANTUM";2008;8;"CO_CGCE_N1_3";91,7147239640936;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4234";"IMP";"PRECO";2008;8;"CO_CGCE_N1_2";139,541664593101;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4235";"IMP";"PRECO";2008;8;"CO_CGCE_N1_1";103,770806867465;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4236";"IMP";"PRECO";2008;8;"CO_CGCE_N1_3";122,682889433591;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4237";"IMP";"PRECO";2008;8;"CO_CGCE_N1_4";198,320691837739;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4238";"IMP";"QUANTUM";2008;8;"CO_CGCE_N1_2";159,878458994821;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4239";"IMP";"QUANTUM";2008;8;"CO_CGCE_N1_1";223,997881683375;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4240";"IMP";"QUANTUM";2008;8;"CO_CGCE_N1_3";176,385181197787;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4241";"IMP";"QUANTUM";2008;8;"CO_CGCE_N1_4";140,491868329624;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4242";"IMP_DESSAZONALIZADA";"QUANTUM";2008;8;"CO_CGCE_N1_2";155,162222496226;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4243";"IMP_DESSAZONALIZADA";"QUANTUM";2008;8;"CO_CGCE_N1_1";232,958571062181;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4244";"IMP_DESSAZONALIZADA";"QUANTUM";2008;8;"CO_CGCE_N1_3";184,16523621276;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4245";"IMP_DESSAZONALIZADA";"QUANTUM";2008;8;"CO_CGCE_N1_4";151,561013749719;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4246";"TERMOS_DE_TROCA";"PRECO";2008;8;"CO_CGCE_N1_2";114,925012608826;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4247";"TERMOS_DE_TROCA";"PRECO";2008;8;"CO_CGCE_N1_1";113,435643939115;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4248";"TERMOS_DE_TROCA";"PRECO";2008;8;"CO_CGCE_N1_3";115,229888369592;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4249";"EXP";"PRECO";2008;7;"CO_CGCE_N1_2";156,510732652622;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4250";"EXP";"PRECO";2008;7;"CO_CGCE_N1_1";115,868172006599;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4251";"EXP";"PRECO";2008;7;"CO_CGCE_N1_3";137,636895988062;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4252";"EXP";"QUANTUM";2008;7;"CO_CGCE_N1_2";120,552806762414;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4253";"EXP";"QUANTUM";2008;7;"CO_CGCE_N1_1";118,26013894118;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4254";"EXP";"QUANTUM";2008;7;"CO_CGCE_N1_3";99,549325490724;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4255";"EXP_DESSAZONALIZADA";"QUANTUM";2008;7;"CO_CGCE_N1_2";107,381984375731;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4256";"EXP_DESSAZONALIZADA";"QUANTUM";2008;7;"CO_CGCE_N1_1";130,41091177382;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4257";"EXP_DESSAZONALIZADA";"QUANTUM";2008;7;"CO_CGCE_N1_3";94,5909412367175;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4258";"IMP";"PRECO";2008;7;"CO_CGCE_N1_2";138,911819128843;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4259";"IMP";"PRECO";2008;7;"CO_CGCE_N1_1";105,138158678411;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4260";"IMP";"PRECO";2008;7;"CO_CGCE_N1_3";121,24419123013;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4261";"IMP";"PRECO";2008;7;"CO_CGCE_N1_4";204,577341156087;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4262";"IMP";"QUANTUM";2008;7;"CO_CGCE_N1_2";167,694860869778;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4263";"IMP";"QUANTUM";2008;7;"CO_CGCE_N1_1";225,432680012628;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4264";"IMP";"QUANTUM";2008;7;"CO_CGCE_N1_3";174,234903086904;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4265";"IMP";"QUANTUM";2008;7;"CO_CGCE_N1_4";116,019986068005;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4266";"IMP_DESSAZONALIZADA";"QUANTUM";2008;7;"CO_CGCE_N1_2";156,20538627439;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4267";"IMP_DESSAZONALIZADA";"QUANTUM";2008;7;"CO_CGCE_N1_1";214,231944026959;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4268";"IMP_DESSAZONALIZADA";"QUANTUM";2008;7;"CO_CGCE_N1_3";175,333442529471;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4269";"IMP_DESSAZONALIZADA";"QUANTUM";2008;7;"CO_CGCE_N1_4";111,906667931179;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4270";"TERMOS_DE_TROCA";"PRECO";2008;7;"CO_CGCE_N1_2";112,669126093191;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4271";"TERMOS_DE_TROCA";"PRECO";2008;7;"CO_CGCE_N1_1";110,20563177353;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4272";"TERMOS_DE_TROCA";"PRECO";2008;7;"CO_CGCE_N1_3";113,520404228535;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4273";"EXP";"PRECO";2008;6;"CO_CGCE_N1_2";147,305563929107;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4274";"EXP";"PRECO";2008;6;"CO_CGCE_N1_1";115,828947699492;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4275";"EXP";"PRECO";2008;6;"CO_CGCE_N1_3";132,823162508718;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4276";"EXP";"QUANTUM";2008;6;"CO_CGCE_N1_2";106,266778752971;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4277";"EXP";"QUANTUM";2008;6;"CO_CGCE_N1_1";141,501682377471;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4278";"EXP";"QUANTUM";2008;6;"CO_CGCE_N1_3";97,4473200851395;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4279";"EXP_DESSAZONALIZADA";"QUANTUM";2008;6;"CO_CGCE_N1_2";102,877668783365;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4280";"EXP_DESSAZONALIZADA";"QUANTUM";2008;6;"CO_CGCE_N1_1";131,00933484301;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4281";"EXP_DESSAZONALIZADA";"QUANTUM";2008;6;"CO_CGCE_N1_3";97,3515895669875;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4282";"IMP";"PRECO";2008;6;"CO_CGCE_N1_2";138,245047980632;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4283";"IMP";"PRECO";2008;6;"CO_CGCE_N1_1";102,743655042925;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4284";"IMP";"PRECO";2008;6;"CO_CGCE_N1_3";118,371412000633;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4285";"IMP";"PRECO";2008;6;"CO_CGCE_N1_4";183,44790641583;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4286";"IMP";"QUANTUM";2008;6;"CO_CGCE_N1_2";154,715810966249;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4287";"IMP";"QUANTUM";2008;6;"CO_CGCE_N1_1";194,520822780133;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4288";"IMP";"QUANTUM";2008;6;"CO_CGCE_N1_3";164,942736324346;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
"4289";"IMP";"QUANTUM";2008;6;"CO_CGCE_N1_4";134,713909665143;"COMBUSTÍVEIS E LUBRIFICANTES";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Combustíveis e Lubrificantes"
"4290";"IMP_DESSAZONALIZADA";"QUANTUM";2008;6;"CO_CGCE_N1_2";160,234770120775;"BENS INTERMEDIÁRIOS (BI)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens Intermediários (BI)"
"4291";"IMP_DESSAZONALIZADA";"QUANTUM";2008;6;"CO_CGCE_N1_1";202,259353025196;"BENS DE CAPITAL (BK)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Capital (BK)"
"4292";"IMP_DESSAZONALIZADA";"QUANTUM";2008;6;"CO_CGCE_N1_3";180,086388732191;"BENS DE CONSUMO (BC)";"CLASSIFICAÇÃO POR GRANDES CATEGORIA ECONÔMICAS";"Bens de Consumo (BC)"
